a_city_state_zip,b_city_state_zip,a_clean_name,b_clean_name,level_0,level_1
losangelesca90012,losangelesca90071,losangelescountyof,losangeleseconomyjobscommittee,242,39539
losangelesca90012,losangelesca90023,losangelescountyof,losangelescommunitydevelopmentbank,242,39685
losangelesca90012,losangelesca90029,losangelescountyof,losangelescitycollegefoundation,242,39984
losangelesca90012,losangelesca90028,losangelescountyof,losangelesfreeclinic,242,40017
losangelesca90012,losangelesca900122726,losangelescountyof,losangelescountycapitalassetleasingcorp,242,40282
losangelesca90012,losangelesca900123210a,losangelescountyof,losangelescountydistrictattorneysoffice,242,40716
losangelesca90012,losangelesca90013,losangelescountyof,losangelescommunityredevelopmentagencyca,242,40953
losangelesca90012,losangelesca90041,losangelescountyof,losangelesphilanthropicfoundation,242,41668
losangelesca90012,losangelesca90064,losangelescountyof,losangelesventureassociation,242,42390
losangelesca90012,losangelesca900711638,losangelescountyof,losangelesgrandavenueauthority,242,43227
losangelesca90012,losangelesca,losangelescountyof,losangelescountyjudicialprocedurescommission,242,43688
losangelesca90012,losangelesca90027,losangelescountyof,losangeleszoo,242,44209
losangelesca90012,losangelesca90029,losangelescountyof,losangelescommunitycollegedistrictfoundation,242,44574
losangelesca90012,losangelesca90012,losangelescountyof,losangelescountytreasurertaxcollectorca,242,44686
losangelesca90012,losangelesca90024,losangelescountyof,losangelescountryclub,242,45771
losangelesca90012,losangelesca900151481,losangelescountyof,losangelesconservationcorpsinc,242,48358
losangelesca90012,losangelesca900331084,losangelescountyof,losangelescountycollegeofnursingalliedhealth,242,51489
losangelesca90012,losangelesca90017,losangelescountyof,losangelescenterstudios,242,93576
losangelesca90012,losangelesca90010,losangelescountyof,losangelesdentalsociety,242,94971
losangelesca90012,losangelesca900172577,losangelescountyof,losangelescountybarfoundation,242,101342
losangelesca90012,losangelesca90023,losangelescountyof,losangelescenterforlawjustice,242,102537
losangelesca90012,losangelesca90022,losangelescountyof,losangelescountydepartmentofpublicsocialservices,242,105158
losangelesca90012,losangelesca90020,losangelescountyof,losangelescountycommissiononhumanrelations,242,108388
losangelesca90012,losangelesca,losangelescountyof,losangelescommitteeonforeignrelations,242,109433
losangelesca90012,losangelesca90012,losangelescountyof,losangelescountysheriffsdepartment,242,109481
losangelesca90012,losangelesca90012,losangelescountyof,losangelescountydepartmentofpublichealthca,242,111106
losangelesca90012,losangelesca90071,losangelescountyof,losangelescoalition,242,112569
losangelesca90012,losangelesca90071,losangelescountyof,losangelespolicefoundation,242,116285
losangelesca90012,losangelesca90015,losangelescountyof,losangelesconventioncenter,242,116998
losangelesca90012,losangelesca90012,losangelescountyof,losangelespolicememorialfoundation,242,122018
losangelesca90012,losangelesca90017,losangelescountyof,losangelescountymedicalassociation,242,124504
losangelesca90012,losangelesca90033,losangelescountyof,losangelescountyuscmedicalcenter,242,126481
losangelesca90012,losangelesca,losangelescountyof,losangelespostproductiongroup,242,126880
losangelesca90012,losangelesca90025,losangelescountyof,losangelescapitaleuropelp,242,128098
losangelesca90012,losangelesca,losangelescountyof,losangelescountylibraryfoundation,242,128670
losangelesca90012,losangelesca90028,losangelescountyof,losangelestourismconventionboard,242,142000
losangelesca90012,losangelesca90013,losangelescountyof,losangelesmissioninc,242,142900
losangelesca90012,losangelesca90057,losangelescountyof,losangeleshousingauthorityofthecityofca,242,143352
losangelesca90012,losangelesca90012,losangelescountyof,losangelesofficeoffinanceca,242,143608
losangelesca90012,losangelesca90032,losangelescountyof,losangelescountyhighschoolforthearts,242,158866
losangelesca90012,losangelesca90017,losangelescountyof,losangelesldcinc,242,159011
losangelesca90012,losangelesca90013,losangelescountyof,losangelesfishco,242,161585
losangelesca90012,losangelesca,losangelescountyof,losangelesfootballclub,242,167216
losangelesca90012,losangelesca90012,losangelescountyof,losangelescountypublicworksauthority,242,170674
losangelesca90012,losangelesca,losangelescountyof,losangelessocietyofsecurityanalysts,242,184491
losangelesca90012,losangelesca90063,losangelescountyof,losangelescountyfiredepartment,242,184730
losangelesca90012,losangelesca90013,losangelescountyof,losangelescleantechincubator,242,191481
losangelesca90012,losangeles,losangelescountyof,losangelesmusiccenter,242,194429
lexingtonky40507,lexingtonnc272923304,lexingtonfayetteurbancountygovernment,lexingtonstatebanknc,245,16583
lexingtonky40507,lexingtonky40507,lexingtonfayetteurbancountygovernment,lexingtonfayetteurbancountygovernmentky,245,60757
lincolnne68508,lincolnca,lincolncityof,lincolnclayproducts,252,20523
lincolnne68508,lincolnil62656,lincolncityof,lincolncollege,252,27917
lincolnne68508,lincolnne685010869,lincolncityof,lincolnelectricsystem,252,29799
lincolnne68508,lincolnne68508,lincolncityof,lincolncityofne,252,33381
lincolnne68508,lincolnln67ts,lincolncityof,lincolnuniversityof,252,35332
lincolnne68508,lincolnne68508,lincolncityof,lincolncommunityfoundation,252,36086
lincolnne68508,lincolnks674552051,lincolncityof,lincolncountyfarmbureau,252,37808
lincolnne68508,lincolnne68517,lincolncityof,lincolntruckingco,252,51506
lincolnne68508,lincolnne685041581,lincolncityof,lincolntentinc,252,53341
lincolnne68508,lincolntonnc28092,lincolncityof,lincolncountyfabricatorsinc,252,53356
lincolnne68508,lincolnne68512,lincolncityof,lincolnchildrenszoo,252,54016
lincolnne68508,lincolntonnc28093,lincolncityof,lincolncountyschooldistrictnc,252,54659
lincolnne68508,lincolnne68507,lincolncityof,lincolncompositesinc,252,61295
lincolnne68508,lincolnri02865,lincolncityof,lincolntownofri,252,113547
lincolnne68508,lincolnne68058,lincolncityof,lincolncountyofne,252,113827
lincolnne68508,lincolnne685102565,lincolncityof,lincolncapitalllc,252,128249
lincolnne68508,lincolnne68508,lincolncityof,lincolnliteracycouncil,252,144212
lincolnne68508,lincolnne68502,lincolncityof,lincolnartscouncil,252,144273
losangelesca90020,losangelesca90071,losangelescountyof,losangelescountyeconomicdevelopmentcorp,255,18991
losangelesca90020,losangelesca90014,losangelescountyof,losangelescoffeestation,255,21254
losangelesca90020,losangelesca90008,losangelescountyof,losangelessentinel,255,26068
losangelesca90020,losangelesca90012,losangelescountyof,losangelestimescommunicationsllc,255,28718
losangelesca90020,losangelesca90029,losangelescountyof,losangelescitycollege,255,29693
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountydepartmentofhealthservices,255,29696
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountymetropolitantransportationauthority,255,29868
losangelesca90020,losangelesca90012,losangelescountyof,losangelesoperaco,255,29870
losangelesca90020,losangelesca90012,losangelescountyof,losangelescityofca,255,29955
losangelesca90020,losangelesca90015,losangelescountyof,losangeleskingshockeyclublp,255,29985
losangelesca90020,losangelesca90071,losangelescountyof,losangelesworldaffairscouncil,255,30585
losangelesca90020,losangelesca90017,losangelescountyof,losangelesunifiedschooldistrictca,255,33402
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountyofca,255,33516
losangelesca90020,losangelesca90017,losangelescountyof,losangelescommunitycollegedistrictca,255,33629
losangelesca90020,losangelesca90014,losangelescountyof,losangelesconservancy,255,35141
losangelesca90020,losangelesca90007,losangelescountyof,losangelescountymuseumofnaturalhistory,255,35684
losangelesca90020,losangelesca90017,losangelescountyof,losangelessportscouncil,255,36342
losangelesca90020,losangelesca90071,losangelescountyof,losangelesconventionvisitorsbureau,255,36347
losangelesca90020,losangelesca90015,losangelescountyof,losangelescommunitydesigncenter,255,37679
losangelesca90020,losangelesca,losangelescountyof,losangelescellulartelephoneco,255,38021
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountybarassociation,255,38503
losangelesca90020,losangelesca,losangelescountyof,losangelesmdscoinc,255,38769
losangelesca90020,losangelesca90035,losangelescountyof,losangelescommunitydialysisinc,255,39115
losangelesca90020,losangelesca90071,losangelescountyof,losangeleseconomyjobscommittee,255,39539
losangelesca90020,losangelesca90023,losangelescountyof,losangelescommunitydevelopmentbank,255,39685
losangelesca90020,losangelesca90029,losangelescountyof,losangelescitycollegefoundation,255,39984
losangelesca90020,losangelesca90028,losangelescountyof,losangelesfreeclinic,255,40017
losangelesca90020,losangelesca900122726,losangelescountyof,losangelescountycapitalassetleasingcorp,255,40282
losangelesca90020,losangelesca900123210a,losangelescountyof,losangelescountydistrictattorneysoffice,255,40716
losangelesca90020,losangelesca90013,losangelescountyof,losangelescommunityredevelopmentagencyca,255,40953
losangelesca90020,losangelesca90041,losangelescountyof,losangelesphilanthropicfoundation,255,41668
losangelesca90020,losangelesca90064,losangelescountyof,losangelesventureassociation,255,42390
losangelesca90020,losangelesca900711638,losangelescountyof,losangelesgrandavenueauthority,255,43227
losangelesca90020,losangelesca,losangelescountyof,losangelescountyjudicialprocedurescommission,255,43688
losangelesca90020,losangelesca90027,losangelescountyof,losangeleszoo,255,44209
losangelesca90020,losangelesca90029,losangelescountyof,losangelescommunitycollegedistrictfoundation,255,44574
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountytreasurertaxcollectorca,255,44686
losangelesca90020,losangelesca90024,losangelescountyof,losangelescountryclub,255,45771
losangelesca90020,losangelesca900151481,losangelescountyof,losangelesconservationcorpsinc,255,48358
losangelesca90020,losangelesca900331084,losangelescountyof,losangelescountycollegeofnursingalliedhealth,255,51489
losangelesca90020,losangelesca90017,losangelescountyof,losangelescenterstudios,255,93576
losangelesca90020,losangelesca90010,losangelescountyof,losangelesdentalsociety,255,94971
losangelesca90020,losangelesca900172577,losangelescountyof,losangelescountybarfoundation,255,101342
losangelesca90020,losangelesca90023,losangelescountyof,losangelescenterforlawjustice,255,102537
losangelesca90020,losangelesca90022,losangelescountyof,losangelescountydepartmentofpublicsocialservices,255,105158
losangelesca90020,losangelesca90020,losangelescountyof,losangelescountycommissiononhumanrelations,255,108388
losangelesca90020,losangelesca,losangelescountyof,losangelescommitteeonforeignrelations,255,109433
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountysheriffsdepartment,255,109481
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountydepartmentofpublichealthca,255,111106
losangelesca90020,losangelesca90071,losangelescountyof,losangelescoalition,255,112569
losangelesca90020,losangelesca90071,losangelescountyof,losangelespolicefoundation,255,116285
losangelesca90020,losangelesca90015,losangelescountyof,losangelesconventioncenter,255,116998
losangelesca90020,losangelesca90012,losangelescountyof,losangelespolicememorialfoundation,255,122018
losangelesca90020,losangelesca90017,losangelescountyof,losangelescountymedicalassociation,255,124504
losangelesca90020,losangelesca90033,losangelescountyof,losangelescountyuscmedicalcenter,255,126481
losangelesca90020,losangelesca,losangelescountyof,losangelespostproductiongroup,255,126880
losangelesca90020,losangelesca90025,losangelescountyof,losangelescapitaleuropelp,255,128098
losangelesca90020,losangelesca,losangelescountyof,losangelescountylibraryfoundation,255,128670
losangelesca90020,losangelesca90028,losangelescountyof,losangelestourismconventionboard,255,142000
losangelesca90020,losangelesca90013,losangelescountyof,losangelesmissioninc,255,142900
losangelesca90020,losangelesca90057,losangelescountyof,losangeleshousingauthorityofthecityofca,255,143352
losangelesca90020,losangelesca90012,losangelescountyof,losangelesofficeoffinanceca,255,143608
losangelesca90020,losangelesca90032,losangelescountyof,losangelescountyhighschoolforthearts,255,158866
losangelesca90020,losangelesca90017,losangelescountyof,losangelesldcinc,255,159011
losangelesca90020,losangelesca90013,losangelescountyof,losangelesfishco,255,161585
losangelesca90020,losangelesca,losangelescountyof,losangelesfootballclub,255,167216
losangelesca90020,losangelesca90012,losangelescountyof,losangelescountypublicworksauthority,255,170674
losangelesca90020,losangelesca,losangelescountyof,losangelessocietyofsecurityanalysts,255,184491
losangelesca90020,losangelesca90063,losangelescountyof,losangelescountyfiredepartment,255,184730
losangelesca90020,losangelesca90013,losangelescountyof,losangelescleantechincubator,255,191481
losangelesca90020,losangeles,losangelescountyof,losangelesmusiccenter,255,194429
louisvilleky40202,louisvilleky40202,louisvillejeffersoncountymetro9006,louisvillecityofjeffersoncountyofky,258,34184
louisvilleky40202,louisvilleky402082351,louisvillejeffersoncountymetro9006,louisvilletrustco,258,43213
louisvilleky40202,louisvilleky40202,louisvillejeffersoncountymetro9006,louisvillejeffersoncntyvisitorsconventioncommission,258,94050
louisvilleky40202,louisvilleky402337250,louisvillejeffersoncountymetro9006,louisvillezoo,258,98719
louisvilleky40202,louisvilleky40203,louisvillejeffersoncountymetro9006,louisvillecentralcommunitycenters,258,108316
louisvilleky40202,louisvillene68037,louisvillejeffersoncountymetro9006,louisvilleco,258,116330
louisvilleky40202,louisvilleky40202,louisvillejeffersoncountymetro9006,louisvillejeffersoncountymetrogovernmentky,258,123696
louisvilleky40202,louisvilleky402337280,louisvillejeffersoncountymetro9006,louisvillemetroparksfoundation,258,126700
louisvilleky40202,louisvilleky40258,louisvillejeffersoncountymetro9006,louisvilleportof,258,143123
sanpedroca90731,sanpedroca90731,losangelesmunicipalservices,losangelesexportterminalinc,279,21257
tallahasseefl32301,tallahasseefl32303,leoncountyof,leoncountyschoolboardfl,280,46271
