a_city_state_zip,b_city_state_zip,a_clean_name,b_clean_name,level_0,level_1
boxboroughma1719,boxboroughma01719,lighttowerfiberllc,lighttowerfiberllc,632,41011
fortleonardwoodmo65473,fortleonardwoodmo65473,leonardwoodinstitute,leonardwoodinstitute,652,43152
rockvillemd20852,rockvillemd208523635,labnconsultingllc,labnconsultingllc,714,114780
phoenixaz85027,phoenixaz85086,lacinacontractingpaintingllc,lacinacontractingpaintingllc,743,52984
johnstownpa15904,johnstownpa15904,lockheedmartinaeroparts,lockheedmartinaeropartsinc,757,57896
hudsonma1749,hudsonma01749,lamsonrssonsinc,lamsonrssonsinc,771,50870
hudsonma1749,hudsonma017491625,lamsonrssonsinc,lamsonrssonsinc,771,50871
dallastx75229,dallastx75229,ledimationinc,ledimationinc,774,42351
atlantaga30328,atlantaga30328,localdumpsterrentalllc,localdumpsterrentalllc,782,169370
brookfieldct6804,brookfieldct06804,lidodesigns,lidodesignsinc,859,191438
lasvegasnv89135,lasvegasnv89135,longeneckerassociatesinc,longeneckerassociatesinc,870,51302
batonrougela70808,batonrougela70808,louisianadepartmentofwildlifeandfisherie,louisianadepartmentofwildlifefisheries,878,46191
washingtondc20006,washingtondc20006,leadershipconferenceoncivilrightseducati,leadershipconferenceoncivilrights,889,101867
houstontx77077,houstontx77077,lloydsregisternorthamericainc,lloydsregisternorthamericainc,896,45706
lajollaca92037,lajollaca,lajollamusicsociety,lajollamusicsociety,910,100793
tustinca92780,tustinca92780,largoconcreteinc,largoconcreteinc,987,142844
grandprairietx75051,grandprairietx75051,lockheedmartinmissileandfirecontrol,lockheedmartinmissilesfirecontrol,1001,29816
portlandor97205,portlandor97204,legalaidservicesoforegon,legalaidservicesoforegon,1022,50311
portlandor97239,portland,linesforlife,linesforlife,1033,191319
torranceca90502,torranceca90502,losangelesbiomedicalresearchinstituteatharborucla,losangelesbiomedicalresearchinstituteatharborucla,1040,40769
eugeneor97401,eugeneor97401,laurelhillcenterincqrf,laurelhillcenterinc,1062,54873
fairfaxva22030,fairfaxva22030,lumarktechnologiesinc,lumarktechnologiesinc,1076,114726
eugeneor97402,eugeneor97401,lookingglassyouthfamilyservicesinc,lookingglassyouthfamilyservicesinc,1093,51495
lasvegasnv89153,lasvegasnv89153,lasvegasvalleywaterdistric,lasvegasvalleywaterdistrictnv,1133,29382
sheltonct6484,sheltonct06484,lexproductscorp,lexproductscorp,1144,31351
sanantoniotx78207,sanantoniotx78207,liftfundinc,liftfundinc,1171,52733
sanantoniotx78207,sanantoniotx78207,liftfundinc,liftfundinc,1171,52734
valenciaca91355,valenciaca91355,lamscowestinc,lamscowestinc,1208,31165
tomsrivernj8755,tomsrivernj08755,lightonindustries,lightonindustriesinc,1234,46287
virginiabeachva23454,virginiabeachva23454,lawsonmedicalllc,lawsonmedicalllc,1245,109286
portlandor97205,portlandor97205,literaryartsinc,literaryarts,1247,140966
albuquerquenm87108,albuquerquenm87108,lovelacebiomedicalenvironmentalresearch,lovelacebiomedicalenvironmentalresearchinstituteinc,1253,56220
lacrossewi54601,lacrossewi54601,logisticshealth,logisticshealthinc,1282,28679
puyallupwa98375,puyallupwa98375,lookerassociatesinc,lookerassociatesinc,1296,48057
kennerla70062,kennerla70062,louisianachemicaldismantlingcoinc,louisianachemicaldismantlingcoinc,1334,40534
kennerla70062,kennerla70062,louisianachemicaldismantlingcoinc,louisianachemicaldismantlingcolp,1334,43235
rochesterny14624,rochesterny14624,labelworldllc,labelworldllc,1345,49551
columbiamd21046,columbiamd210462685,leidosinc,leidosinc,1390,342
washingtoncrossingpa18977,washingtoncrossingpa18977,learningkeyinc,learningkeyinc,1392,29975
philadelphiapa19104,philadelphiapa19104,longevitybiotech,longevitybiotechinc,1421,8188
philadelphiapa19104,philadelphiapa19104,longevitybiotech,longevitybiotechinc,1421,8189
sandiegoca92101,sandiegoca92101,lankfordassociatesinc,lankfordassociatesinc,1560,29338
charlestonsc29403,charlestonsc294035123,lockwooddriveassociates,lockwooddriveassociatesllc,1574,60297
farmingtonct6032,farmingtonct06032,lambdavision,lambdavisioninc,1580,128658
batonrougela70808,batonrougela70803,louisianastateuniversitysystem,louisianastateuniversity,1629,27956
batonrougela70808,batonrougela70808,louisianastateuniversitysystem,louisianastateuniversity,1629,27959
newcarlisleoh45344,newcarlisleoh453442345,louderbackfamilyinvestments,louderbackfamilyinvestmentsinc,1636,55066
wilmingtonde19805,wilmingtonde19805,latinamericancommunitycenterinc,latinamericancommunitycenterinc,1677,54638
lapeermi48446,lapeermi48446,lapeerindustriesincdba,lapeerindustriesinc,1700,54177
sandiegoca92121,sandiegoca92121,lajollapharmaceuticalcompany,lajollapharmaceuticalco,1706,377
sandiegoca92121,sandiegoca921221249,lajollapharmaceuticalcompany,lajollapharmaceuticalco,1706,378
sandiegoca92121,sandiegoca92121,lajollapharmaceuticalcompany,lajollapharmaceuticalco,1706,379
arlingtonva22202,arlingtonva22202,leonieindustriesllc,leonieindustriesllc,1711,40125
minneapolismn55415,minneapolismn554151005,legalresearchcenterinc,legalresearchcenterinc,1715,1422
sanmateoca94401,sanmateoca94401,laforgeoptical,laforgeopticalinc,1735,164073
meridianms39301,meridianms39301,lauderdalecountyschooldistrict,lauderdalecountyschooldistrictms,1741,48574
alpharettaga30022,alpharettaga30022,landisgyrinc,landisgyrinc,1747,56173
sanjoseca95131,sanjoseca951311008,lumiledslightingusllc,lumiledslightingusllc,1760,29858
losangelesca90013,losangelesca90017,lacarehealthplan,lacarehealthplan,1768,29278
mesaaz85204,mesaaz85204,level3audiovisualllc,level3audiovisualllc,1770,50762
albuquerquenm87108,albuquerquenm87108,lovelacescientificresources,lovelacescientificresourcesinc,1772,45551
silverspringmd20910,silverspringmd20910,lionbridgeglobalsolutionsfederalinc,lionbridgeglobalsolutionsfederalinc,1778,115071
overlandparkks66210,overlandparkks66210,lansingtradegroup,lansingtradegroupllc,1779,35886
lasvegasnv89106,lasvegasnv89101,lasvegascityof,lasvegascityofnv,1795,39814
pittsburghpa15238,pittsburghpa15238,leanfmtechnologies,leanfmtechnologiesllc,1831,180937
brooklynny11242,brooklynny11242,legalinterpretingservicesinc,legalinterpretingservicesinc,1835,114914
longbeachca90831,longbeachca908310300,longbeachareaconventionvisitorsbureau,longbeachareaconventionvisitorsbureau,1867,60048
prescottaz86305,prescottaz86305,lifelineambulanceserviceinc,lifelineambulanceserviceinc,1892,61304
cheboyganmi49721,cheboyganmi497212267,liebnerenterprisesllc,liebnerenterprisesllc,1928,136117
sandiegoca92154,sandiegoca92154,lambdaelectronicsinc,lambdaelectronicsinc,1952,40356
northbillericama1862,billericama01862,lehigharmstronginc,lehigharmstronginc,1953,49954
elkridgemd21075,elkridgemd21075,lingualinformationsystemtechnologiesinc,lingualinformationsystemtechnologiesinc,1972,39717
rochesterny14614,rochesterny14614,labellaassociatespc,labellaassociatesdpc,1984,49565
dunnnc28334,dunnnc28334,lbminc,lbminc,1997,48292
brunswickga31520,brunswickga315208571,logistecusainc,logistecusainc,2003,54257
raleighnc27612,raleighnc27603,learninc,learninc,2007,163887
sanluisobispoca93401,sanluisobispoca93401,lindamoodbelllearningprocesses,lindamoodbelllearningprocessesinc,2017,46658
washingtondc20016,washingtondc20016,ltlstrategies,ltlstrategiesinc,2021,114742
fortworthtx76107,fortworthtx76107,lenapopehomeinc,lenapopehomeinc,2079,45772
marionma2738,marionma02738,lockheedmartinsippican,lockheedmartinsippicaninc,2088,23484
baltimoremd21210,baltimoremd21210,loyolauniversitymaryland,loyolauniversitymarylandinc,2106,27924
bridgeportct6605,bridgeportct06605,lifebridgecommunityservicesinc,lifebridgecommunityservicesinc,2132,55695
austintx78738,austintx78746,lonquistcollc,lonquistcollc,2133,100740
sanfranciscoca94111,sanfranciscoca94111,lifenexusinc,lifenexusinc,2143,62616
hollistonma1746,hollistonma017462094,listainternationalcorporation,listainternationalcorp,2148,19193
cambridgema2138,cambridgema02138,lesleyuniversity,lesleyuniversity,2158,43904
jeffersoncitymo65101,jeffersoncitymo65101,lincolnuniversity,lincolnuniversitymo,2172,27919
houstontx77056,houstontx77056,llejuproductionsandfilmsllc,llejuproductionsfilmsllc,2212,93301
lincolnne68502,lincolnne68512,lincolnchildrenszoo,lincolnchildrenszoo,2213,54016
veronawi53593,veronawi53593,latitudecorp,latitudecorp,2216,104663
sanfranciscoca94102,sanfranciscoca94124,lygosinc,lygosinc,2301,8483
camdennj8103,camdennj08103,l3communicationssystemseast,l3communicationssystemseast,2318,119642
batonrougela70821,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofenvironmentalquality,2336,95630
carthagemo64836,carthagemo64836,leggetttplattinc,leggettplattinc,2338,129
sanfranciscoca94104,sanfranciscoca94104,lithiumtechnologiesinc,lithiumtechnologiesinc,2350,3968
losalamitosca90720,losalamitosca90720,losalamitosunifiedschooldistrict,losalamitosunifiedschooldistrictca,2424,54857
tampafl33611,tampafl33611,lukosvatcjvllc,lukosvatcjvllc,2440,165680
providenceri2903,providenceri02903,luciduxllc,luciduxllc,2471,121711
alexandriava22312,alexandriava22312,lochharbourgroup,lochharbourgroupinc,2498,53238
espanolanm87532,españolanm87532,losalamosnationallaboratoryfoundation,losalamosnationallaboratoryfoundation,2532,114422
campbellca95008,campbellca,listbiologicallaboratoriesinc,listbiologicallaboratoriesinc,2538,45791
louisburgnc27549,louisburgnc27549,louisburgcollegeinc,louisburgcollege,2572,49050
lasvegasnv89107,lasvegasnv89153,lasvegasvalleywaterdistrict,lasvegasvalleywaterdistrictnv,2586,29382
oklahomacityok73120,oklahomacityok73120,lovestravelstopscountrystoresinc,lovestravelstopscountrystoresinc,2616,28256
lakeforestca92630,lakeforestca92630,lcoadefensesystem,lcoadefensesysteminc,2618,61495
harborspringsmi49740,harborspringsmi49740,littletraversebaybandsofodawandians,littletraversebaybandsofodawaindians,2633,31732
huntsvilleal35805,huntsvilleal35805,logosenterprisesinc,logosenterprisesinc,2658,59197
torontoontariom5j1t1,torontoonm5j1t1,lbcinternationalinvestigativeaccountinginc,lbcinternationalinvestigativeaccountinginc,2679,121700
anchorageak99502,anchorageak99502,lyndenaircargollc,lyndenaircargollc,2699,56633
daytonoh45414,daytonoh454144731,lawrencetechnologies,lawrencetechnologiesinc,2718,41865
coloradospringsco80907,coloradospringsco80907,letsgoaeroinc,letsgoaeroinc,2721,25855
batonrougela70802,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofenvironmentalquality,2745,95630
orlandofl32809,orlandofl328198907,lockheedmartinmissilesandfirecontrol,lockheedmartinmissilesfirecontrol,2756,29818
saltvilleva24370,saltvilleva24370,lowsalinityinc,lowsalinityinc,2792,7000
albuquerquenm87108,albuquerquenm871085127,lovelacerespiratoryresearchinstitute,lovelacerespiratoryresearchinstitute,2798,37093
neworleansla70126,neworleansla70126,lrsecurityservicesinc,lrsecurityservicesinc,2801,52445
newportnh3773,newportnh03773,latvamachineinc,latvamachineinc,2811,47765
pembrokenc28372,pembrokenc283728689,lumbeetribeenterprisesllc,lumbeetribeenterprisesllc,2839,122781
baltimoremd21215,baltimoremd212155271,lifebridgehealth,lifebridgehealthinc,2855,29519
melvilleny11747,melvilleny11747,levitonmanufacturingco,levitonmanufacturingcoinc,2889,17600
miamifl33183,miamifl33183,lemartecengineeringconstructioncorporation,lemartecengineeringconstructioncorp,2900,57680
wilmingtonma1887,wilmingtonma01887,lilliputiansystemsinc,lilliputiansystemsinc,2931,4261
wilmingtonma1887,wilmingtonma01887,lilliputiansystemsinc,lilliputiansystemsinc,2931,4262
franklinnc28734,franklinnc28734,littletennesseewatershedassociation,littletennesseewatershedassociation,2948,110127
marionoh43302,marionoh43302,lawngreenkeeperllc,lawngreenkeeperllc,2952,36043
neworleansla70113,neworleansla70130,louisianaartistsguild,louisianaartistguildinc,2968,105955
detroitmi48202,detroitmi48202,lakeshoreengineeringservices,lakeshoreengineeringservicesinc,2971,40291
mcleanva22102,mcleanva,leidosinc,leidosinc,2977,346
morrisvillenc27560,morrisvillenc27560,lenovounitedstates,lenovounitedstatesinc,3041,61454
swannanoanc28778,swannanoanc28778,learningmanagementsystemsinc,learningmanagementsystemsinc,3063,3060
rockledgefl32955,rockledgefl32955,lukeassociatesinc,lukeassociatesinc,3092,51880
kentwa98032,kentwa98032,lasermotiveinc,lasermotiveinc,3128,158412
saintlouismo63122,stlouismo63122,lapointblaseindustriesinc,lapointblaseindustriesinc,3139,39150
hollandmi49423,hollandmi49423,lgchemmichiganinc,lgchemmichiganinc,3141,58833
phoenixaz85043,phoenixaz85043,libertypaperproductsllc,libertypaperproductsllc,3176,50999
houstontx77063,houstontx77063,landworksinc,landworksinc,3182,43964
houstontx77077,houstontx77077,lloydsregisterqualityassuranceinc,lloydsregisterqualityassuranceincus,3185,166768
calgaryalbertat2e7j2,calgaryabt2e7j2,lidarservicesinternationalinc,lidarservicesinternationalinc,3195,142925
kennesawga30144,kennesawga30144,linkresourcesinc,linkresourcesincga,3213,60990
cambridgema2138,cambridgema02138,lesleyuniversityperg,lesleyuniversity,3223,43904
sandiegoca92121,sandiegoca92101,learningevolutionllc,learningevolutionllc,3235,43224
lincolnri2865,lincolnri02865,lighthousecomputerservicesinc,lighthousecomputerservicesinc,3249,29623
brightonmi48114,brightonmi48114,livingstonengineeringlc,livingstonengineeringllc,3259,55040
portlandor97220,portlandor972209001,leathermantoolgroupinc,leathermantoolgroupinc,3284,29401
dupontwa98327,dupontwa98327,lexmarhospitalityllc,lexmarhospitalityllc,3336,128805
lynchburgva24502,lynchburgva24502,libertyuniversityinc,libertyuniversity,3347,32793
pittsburghpa15201,pittsburghpa15201,limbachfacilityservicesllc,limbachfacilityservicesllc,3361,20511
eugeneor97405,eugeneor97405,lanecommunitycollege,lanecommunitycollegeor,3389,48586
painesvilleoh44077,painesvilleoh440773472,lakehospitalsysteminc,lakehospitalsysteminc,3407,29329
bannockoh43972,bannockoh,leonardotechnologies,leonardotechnologiesinc,3418,99803
birminghamal35205,birminghamal35255,legacycommunityfederalcreditunion,legacycommunityfederalcreditunion,3432,169564
laportein46350,laportein46350,larsondanielsonconstructioncompanyinc,larsondanielsonconstructioncoinc,3449,46229
newyorkny10003,newyorkny10009,lowereastsidegirlsclubofny,lowereastsidegirlsclubofnewyorkinc,3502,167934
leavenworthks66048,leavenworthks66048,leavenworthcityof,leavenworthcityofks,3510,56815
lorainoh44052,lorianoh44052,loraincommunitydevelopmentdept,loraincommunitydevelopment,3515,180428
englewoodco80112,englewoodco80112,lewisgroupllcthe,lewisgroupllc,3524,117679
bathsd57427,bathsd574276504,lockenfarms,lockenfarmsllp,3545,164147
atlantaga30339,atlantaga30339,lghausysamericainc,lghausysamericainc,3605,61315
andoverma1810,andoverma01810,lattixinc,lattixinc,3608,4736
lonetreeco80124,lonetreeco80124,logicintegrationinc,logicintegrationinc,3632,130476
seattlewa98104,seattlewa981041052,leasecrutcherlewiswallc,leasecrutcherlewis,3655,37611
rahwaynj7065,rahwaynj070655635,laminairecorp,laminairecorpold,3657,2040
schnecksvillepa18078,schnecksvillepa18078,lehighcarboncommunitycollege,lehighcarboncommunitycollege,3673,99277
burlingtonnj8016,burlingtonnj080164905,lutheransocialministriesofnewjersey,lutheransocialministriesofnewjersey,3697,37538
newarknj7104,newarknj07104,lacasadedonpedroinc,lacasadedonpedroinc,3705,57705
phoenixaz85009,phoenixaz85043,libertypaperproductsllc,libertypaperproductsllc,3730,50999
tempeaz85281,tempeaz85281,limelightnetworks,limelightnetworksinc,3738,5427
arlingtontn38002,arlingtontn38002,loudenbecksurveyingpllc,loudenbecksurveyingcopllc,3746,144736
farmingtonmi48334,farmingtonhillsmi48331,lintechglobal,lintechglobalinc,3794,127036
carthagemo64836,carthagemo64836,leggettplatt,leggettplattinc,3843,129
sandiegoca92121,sandiegoca92121,l3servicesinc,l3servicesinc,3844,30306
sandiegoca92121,sandiegoca921211101,l3servicesinc,l3servicesinc,3844,30307
crowagencymt59022,crowagencymt59022,littlebighorncollege,littlebighorncollege,3857,101647
georgetownky40324,georgetownky40324,linpacmaterialhandlinginc,linpacmaterialshandling,3901,34021
glendaleca91205,glendaleca91203,lkgcmcinc,lkgcmcinc,3908,52627
glendaleca91205,glendaleca91205,lkgcmcinc,lkgcmcinc,3908,52628
saintpaulmn55117,stpaulmn55117,lsblackconstructrs,lsblackconstructors,3915,114432
napoleonvillela70390,napoleonvillela70390,louisianaruralhealthassociation,louisianaruralhealthassociation,3936,43016
aberdeenprovinggroundmd21005,aberdeenprovinggroundmd21005,lockwoodgroupllcthe,lockwoodgroupllc,3937,123035
louisvilleky40218,louisvilleky40209,laboratorysupplycompanyinc,laboratorysupplycoinc,3974,45442
scottsdaleaz85260,scottsdaleaz85255,lumensionsecurity,lumensionsecurityinc,4001,4632
wilmingtonnc28405,wilmingtonnc28405,loadingautomationinc,loadingautomationinc,4012,34941
yorkpa17406,yorkpa17406,lancastercountytimberframesinc,lancastercountytimberframesinc,4023,39605
watersmeetmi49969,watersmeetmi49969,lacvieuxdesertbandoflakesuperiorchippe,lacvieuxdesertbandoflakesuperiorchippewaindians,4037,170779
hamptonva23661,hamptonva23661,leetelecominc,leetelecominc,4051,54787
silverspringmd20910,silverspringmd20910,louvierestratonyokelllc,louvierestrattonyokelllc,4133,48284
blackriverfallswi54615,blackriverfallswi54615,lundaconstructin,lundaconstructionco,4143,29765
blainewa98231,blainewa98230,listerchainforge,listerchainforgeinc,4163,34088
birminghamal35242,birminghamal35242,legacyvulcancorp,legacyvulcancorp,4190,6351
atlantaga30328,atlantaga30328,lehanpartnersllc,lehanpartnersllc,4198,139821
raleighnc27606,raleighnc27606,laamscienceinc,laamscienceinc,4203,5657
adrianmi49221,adrianmi49221,lenaweecounty,lenaweecountyofmi,4215,93150
cherryhillnj8002,cherryhillnj080023315,lockheedmartininternationalservicescorp,lockheedmartininternationalservicescorp,4222,119641
marionma2738,marionma02738,lockheedmartinsippicanincdivl,lockheedmartinsippicaninc,4224,23484
chicagoil60661,chicagoil,literacyvolunteersofillinois,literacyvolunteersofillinois,4242,187467
carlsbadca92008,carlsbadca92008,lumistarinc,lumistarinc,4255,30848
chicagoil60606,chicagoil60606,lyricoperaofchicago,lyricoperaofchicago,4262,29867
phoenixaz85082,phoenixaz85008,lindonparkneighborhoodassociation,lindonparkneighborhoodassociation,4274,138363
tampafl33602,tampafl33602,lykeslineslimitedllc,lykeslinesltdllc,4281,3258
louisvilleco80027,louisvilleco80027,loveassociatesinc,loveassociatesinc,4295,45564
capitolheightsmd20743,capitolheightsmd207433719,lmconstructioninc,lmconstructioninc,4304,52641
raleighnc27604,raleighnc27604,lightsgoinc,lightsgoinc,4322,136046
louisvilleky40203,louisvilleky40203,louisvillemetrohousingauthority,louisvillemetrohousingauthority,4333,54965
bethesdamd20817,bethesdamd208171877,lockheedmartin,lockheedmartincorp,4334,261
orlandofl32822,orlandofl32812,longboathrservicesllc,longboathrservicesllc,4351,114850
bocaratonfl33431,bocaratonfl33431,lynnuniversity,lynnuniversityinc,4376,27939
batonrougela70809,batonrougela70809,louisianahealthcarequalityforum,louisianahealthcarequalityforum,4395,100764
addievilleil62214,addievilleil62214,lakecontracting,lakecontractinginc,4396,49667
pattersonca95363,pattersonca95363,lunchstop,lunchstopinc,4408,53872
sanfranciscoca94111,sanfranciscoca941113996,lillickcharlesllp,lillickcharlesllp,4438,19787
neptunenj7753,neptunenj07753,lgsmanagementinc,lgsmanagementinc,4449,165695
smyrnaga30082,smyrnaga300824543,lsl2systems,lsl2systemsinc,4524,114744
coppelltx75019,coppelltx75019,lotecinc,lotecinc,4554,44216
westburyny11590,westburyny11590,longislandcompostcorp,longislandcompostcorp,4567,33644
arlingtonva22209,arlingtonva22209,languageassociatesllc,languageassociatesllc,4571,55002
lewisvilletx75057,lewisvilletx75057,lewisvillecityof,lewisvillecityoftx,4576,41243
montgomeryal36116,montgomeryal361165319,lonewillowenterprises,lonewillowenterprisesinc,4597,39991
bethesdamd20814,bethesdamd208143682,legatus6llc,legatus6llc,4635,119546
ottawaontariok1k4r3,ottawaonk1k4r3,lacitecollegiale,lacitecollegiale,4650,158113
brandonsd57005,brandonsd57005,luvernetruckequipment,luvernetruckequipmentinc,4729,46232
mountpleasantsc29464,mountpleasantsc29465,lodgingsourcellc,lodgingsourcellc,4731,162937
losangelesca90012,losangelesca90012,losangelesmasterchoraleassociation,losangelesmasterchoraleassociation,4740,144200
fentonmo63026,fentonmo63026,lacledechainmanufacturing,lacledechainmanufacturingcollc,4773,48106
tucsonaz85719,tucsonaz857196626,latitudeengineeringllc,latitudeengineeringllc,4782,119586
livoniami48150,livoniami48150,leidalhartmasoncontractorsinc,leidalhartmasoncontractorsinc,4787,46329
montgomeryal36116,montgomeryal36104,legalservicesalabamainc,legalservicesalabamainc,4788,54777
lenoircitytn37771,lenoircitytn37771,lenoircitycityof,lenoircitycityoftn,4799,103796
pasadenaca91103,pasadenaca91103,lapintorescahousinginc,lapintorescahousinginc,4812,142812
sanantoniotx78219,sanantoniotx782192223,luciferlightingcompany,luciferlightingco,4826,35955
lynnma1903,lynnma01901,lynncommunityhealthcenterinc,lynncommunityhealthcenterinc,4841,47427
hagerstownmd21740,hagerstownmd21740,landmarkelevator,landmarkelevatorinc,4867,114781
bristolpa19007,bristolpa19007,lowerbuckshospital,lowerbuckshospital,4882,38945
ontarioca91761,ontarioca91761,loudengineeringmanufacturing,loudengineeringmanufacturinginc,4897,28157
sterlingva20166,sterlingva201669503,ltidatacomm,ltidatacomminc,4909,55429
florenceky41042,florenceky41042,leancorllc,leancorllc,4913,99537
baltimoremd21212,baltimoremd21210,loyolauniversitymarylandinc,loyolauniversitymarylandinc,4956,27924
godfreyil62035,godfreyil62035,lewisclarkcommunitycollege,lewisclarkcommunitycollegeil,4966,48785
lovelandco80537,lovelandco80537,lightninghybridsinc,lightninghybridsllc,4974,7490
greenvillesc29615,greenvillesc29615,louisbergerservices,louisbergerservicesinc,5064,116915
blacksburgva24060,blacksburgva24060,lunatechnologies,lunatechnologiesinc,5128,29097
houstontx77036,houstontx770364365,lggoglobalsupplyservices,lggoglobalsupplyservices,5144,100143
durhamnc27701,durhamnc27701,lumedicainc,lumedicainc,5148,187253
alexandriava22310,alexandriava22309,leidosinc,leidosinc,5157,343
ranchocucamongaca91730,ranchocucamongaca91730,lifestylelandscapesinc,lifestylelandscapesinc,5162,52026
newarkca94560,newarkca94560,lumenergiinc,lumenergiinc,5171,40743
gulfbreezefl32561,gulfbreezefl32561,listenergroupincthe,listenergroupinc,5176,30029
lincolnmo65338,lincolnne68508,lincolncityof,lincolncityofne,5201,33381
woodinvillewa98072,woodinvillewa98072,leverageinformationsystems,leverageinformationsystemsinc,5234,34900
columbiamd21045,columbiamd21400,l2defenseinc,l2defenseinc,5235,122834
cliftonva20124,cliftonva20124,logisticsconceptsrfidstrategiesinc,logisticsconceptsrfidstrategiesinc,5253,114873
chicagoil60614,chicagoil60614,linktoolsinternationalusa,linktoolsinternationalusainc,5273,2983
cincinnatioh45246,cincinnatioh452461201,l3communicationsnovaengineeringinc,l3communicationsnovaengineeringinc,5284,32991
detroitmi48202,detroitmi48202,lakeshoreengineeringservicesinc,lakeshoreengineeringservicesinc,5288,40291
lebanonor97355,lebanonor97355,lebanoncityoforcpp,lebanoncityofor,5325,52795
burlingtonma1803,burlingtonma018034769,l3advancedprogramsinc,l3advancedprogramsinc,5350,114932
burlingtonma1803,burlingtonma01803,l3advancedprogramsinc,l3advancedprograms,5350,143811
covinaca91724,covinaca91724,leretallc,leretallc,5386,18623
daytonoh45430,daytonoh454301064,lighthousetechnologiesinc,lighthousetechnologiesinc,5399,114819
grandprairietx75051,grandprairietx75051,lockheedmartinmissilesandfirecontrol,lockheedmartinmissilesfirecontrol,5502,29816
santarosaca95401,santarosaca95401,lagunaoaksvineyardswineryinc,lagunaoaksvineyardswineryinc,5511,159546
merrittislandfl32952,merrittislandfl32952,lukeassociatesinc,lukeassociatesinc,5558,51879
texarkanatx75503,texarkanatx75501,laffertystvapplianceinc,laffertystvapplianceinc,5576,53188
irvineca92606,irvineca926064934,leesakaharaarchitectsinc,leesakaharaarchitectsinc,5640,172542
louisvilleky40241,louisvilleky40203,lifesafetyservicesllc,lifesafetyservicesllc,5670,54796
louisvilleky40241,louisvilleky40218,lifesafetyservicesllc,lifesafetyservicesllc,5670,54797
allentownpa18195,allentownpa181951037,lightwireinc,lightwireinc,5729,6251
columbiamd21046,columbiamd21046,lbbassociates,lbbassociatesinc,5739,39747
