a_city_state_zip,b_city_state_zip,a_clean_name,b_clean_name,level_0,level_1
losangelesca90020,losangelesca90027,losangelescountyof,losangeleszoo,255,44209
losangelesca90020,losangelesca90024,losangelescountyof,losangelescountryclub,255,45771
losangelesca90020,losangelesca900172577,losangelescountyof,losangelescountybarfoundation,255,101342
losangelesca90020,losangelesca90071,losangelescountyof,losangelescoalition,255,112569
losangelesca90020,losangelesca90032,losangelescountyof,losangelescountyhighschoolforthearts,255,158866
losangelesca90020,losangelesca90063,losangelescountyof,losangelescountyfiredepartment,255,184730
louisvilleky40202,louisvilleky40202,louisvillejeffersoncountymetro9006,louisvillejeffersoncountymetrogovernmentky,258,123696
tallahasseefl32301,tallahasseefl32303,leoncountyof,leoncountyschoolboardfl,280,46271
lebanontn37087,lebanontn37087,lojacinc,lojacinc,287,53643
lasvegasnv89106,lasvegasnv89106,lasvegasmetropolitanpolicedepartment,lasvegasmetropolitanpolicedepartment,292,35354
duluthmn55814,duluthmn55811,lakesuperiorcollege,lakesuperiorcollege,299,58968
duluthmn55814,duluthmn55802,lakesuperiorcollege,lakesuperiorconsultingllc,299,169227
losangelesca90063,losangelesca90014,losangelescountyof,losangelescoffeestation,309,21254
losangelesca90063,losangelesca90012,losangelescountyof,losangelescityofca,309,29955
losangelesca90063,losangelesca90012,losangelescountyof,losangelescountyofca,309,33516
losangelesca90063,losangelesca90012,losangelescountyof,losangelescountybarassociation,309,38503
losangelesca90063,losangelesca90027,losangelescountyof,losangeleszoo,309,44209
losangelesca90063,losangelesca90024,losangelescountyof,losangelescountryclub,309,45771
losangelesca90063,losangelesca900172577,losangelescountyof,losangelescountybarfoundation,309,101342
losangelesca90063,losangelesca90071,losangelescountyof,losangelescoalition,309,112569
losangelesca90063,losangelesca90032,losangelescountyof,losangelescountyhighschoolforthearts,309,158866
losangelesca90063,losangelesca90063,losangelescountyof,losangelescountyfiredepartment,309,184730
missoulamt59802,missoulamt59807,landwaterconsultinginc,landwaterconsultinginc,337,28248
duluthmn55803,duluthmn558039427,lakeheadtruckinginc,lakeheadtruckinginc,386,49579
lexingtonky40508,lexingtonky40507,lexingtonfayetteurbancountyhealthdepartment,lexingtonfayetteurbancountygovernmentky,399,60757
sanantoniotx78224,sanantoniotx782992636,laquintainnsinc,laquintainnsinc,401,9
sanantoniotx78224,sanantoniotx78299,laquintainnsinc,laquintamotorinnsinc,401,10
dahlonegaga30533,dahlonegaga30533,lumpkincountyof,lumpkincountybank,445,26163
lavalquébecquebech7t2r2,lavalqch7t2r2,lavallabinc,lavallabinc,482,142756
milanil61264,milanil61264,lewismachinetoolco,lewismachinetoolco,499,50231
kingofprussiapa19406,kingofprussiapa19406,libertypersonnelservicesinc,libertypersonnelservicesinc,512,39155
lansingmi48933,lansingmi48911,lansingschooldistrict,lansingchristianschool,514,180674
grandrapidsmi49512,grandrapidsmi49512,l3aviationproductsinc,l3aviationproductsinc,537,186651
citrusheightsca95610,citrusheightsca95610,lilliputchildrensservices,lilliputchildrensservices,559,53302
tustinca92780,tustinca92780,lowmarkupinc,lowmarkupinc,568,177188
uppermarlboromd20774,uppermarlboromd20774,linemarkprinting,linemarkinc,610,48355
concordca94520,concordca94520,lifemeasurementsinc,lifemeasurementinc,618,105074
boxboroughma1719,boxboroughma01719,lighttowerfiberllc,lighttowerllc,632,36462
boxboroughma1719,boxboroughma01719,lighttowerfiberllc,lighttowerfiberllc,632,41011
fortleonardwoodmo65473,fortleonardwoodmo65473,leonardwoodinstitute,leonardwoodinstitute,652,43152
orlandofl32809,orlandofl32809,l3communicationscyterracorporation,l3communicationscyterracorp,654,61438
dallastx75204,dallastx75204,lsrefgoldenops26orllc,lsrefgoldenproperty26azllc,709,160296
rockvillemd20852,rockvillemd208523635,labnconsultingllc,labnconsultingllc,714,114780
phoenixaz85027,phoenixaz85086,lacinacontractingpaintingllc,lacinacontractingpaintingllc,743,52984
johnstownpa15904,johnstownpa15904,lockheedmartinaeroparts,lockheedmartinaeropartsinc,757,57896
louisvilleky40202,louisvilleky40202,louisvillejeffersoncountyme,louisvillejeffersoncountymetrogovernmentky,769,123696
hudsonma1749,hudsonma01749,lamsonrssonsinc,lamsonrssonsinc,771,50870
hudsonma1749,hudsonma017491625,lamsonrssonsinc,lamsonrssonsinc,771,50871
dallastx75229,dallastx75229,ledimationinc,ledimationinc,774,42351
atlantaga30328,atlantaga30328,localdumpsterrentalllc,localdumpsterrentalllc,782,169370
brookfieldct6804,brookfieldct06804,lidodesigns,lidodesignsinc,859,191438
lasvegasnv89135,lasvegasnv89135,longeneckerassociatesinc,longeneckerassociatesinc,870,51302
indianapolisin46241,indianapolisin,lighthelicopterturbineenginecompanylhtec,lighthelicopterturbineenergyco,877,184628
batonrougela70808,batonrougela70802,louisianadepartmentofwildlifeandfisherie,louisianadepartmentofinsurance,878,38423
batonrougela70808,batonrougela70808,louisianadepartmentofwildlifeandfisherie,louisianadepartmentofwildlifefisheries,878,46191
eugeneor97402,eugeneor97401,lookingglasscommunityservices,lookingglassyouthfamilyservicesinc,887,51495
washingtondc20006,washingtondc20006,leadershipconferenceoncivilrightseducati,leadershipconferenceoncivilrights,889,101867
houstontx77077,houstontx77077,lloydsregisternorthamericainc,lloydsregisteramericasinc,896,30834
houstontx77077,houstontx77077,lloydsregisternorthamericainc,lloydsregistercapstoneinc,896,30838
houstontx77077,houstontx77077,lloydsregisternorthamericainc,lloydsregisternorthamericainc,896,45706
littletonco80125,littletonco801258504,lockheedmartinspacesystemscompanylmssc,lockheedmartinspacesystemsco,903,29819
lajollaca92037,lajollaca,lajollamusicsociety,lajollamusicsociety,910,100793
losangelesca90017,losangelesca90012,losangelescountyartscommission,losangelescountyofca,916,33516
losangelesca90017,losangelesca90012,losangelescountyartscommission,losangelescountybarassociation,916,38503
losangelesca90017,losangelesca90015,losangelescountyartscommission,losangelescityethicscommissionca,916,43687
losangelesca90017,losangelesca90017,losangelescountyartscommission,losangelescountymedicalassociation,916,124504
woburnma1801,woburnma01801,lindentechnologiesincorporated,lindentechnologiesinc,937,41350
tustinca92780,tustinca92780,largoconcreteinc,largoconcreteinc,987,142844
grandprairietx75051,grandprairietx75051,lockheedmartinmissileandfirecontrol,lockheedmartinmissilesfirecontrol,1001,29816
losangelesca90023,losangelesca90012,losangelesrubberco,losangelesoperaco,1008,29870
portlandor97205,portlandor97204,legalaidservicesoforegon,legalaidservicesoforegon,1022,50311
portlandor97239,portland,linesforlife,linesforlife,1033,191319
torranceca90502,torranceca90502,losangelesbiomedicalresearchinstituteatharborucla,losangelesbiomedicalresearchinstituteatharborucla,1040,40769
eugeneor97401,eugeneor97401,laurelhillcenterincqrf,laurelhillcenterinc,1062,54873
fairfaxva22030,fairfaxva22030,lumarktechnologiesinc,lumarktechnologiesinc,1076,114726
eugeneor97402,eugeneor97401,lookingglassyouthfamilyservicesinc,lookingglassyouthfamilyservicesinc,1093,51495
lasvegasnv89153,lasvegasnv89153,lasvegasvalleywaterdistric,lasvegasvalleywaterdistrictnv,1133,29382
austintx78750,austintx78750,ldrspine,ldrspineusainc,1136,4795
sheltonct6484,sheltonct06484,lexproductscorp,lexproductscorp,1144,31351
batonrougela70804,batonrougela708025243,louisianadeptofinsurance,louisianadepartmentofeducation,1152,38225
batonrougela70804,batonrougela70802,louisianadeptofinsurance,louisianadepartmentofinsurance,1152,38423
batonrougela70804,batonrougela70809,louisianadeptofinsurance,louisianainc,1152,106733
batonrougela70806,batonrougela708025243,louisianadepartmentofagricultureforestr,louisianadepartmentofeducation,1153,38225
batonrougela70806,batonrougela708049396,louisianadepartmentofagricultureforestr,louisianadepartmentofnaturalresources,1153,38421
batonrougela70806,batonrougela70802,louisianadepartmentofagricultureforestr,louisianadepartmentofinsurance,1153,38423
batonrougela70806,batonrougela70802,louisianadepartmentofagricultureforestr,louisianadepartmentofpublicsafetycorrections,1153,95633
batonrougela70806,batonrougela70802,louisianadepartmentofagricultureforestr,louisianadepartmentofthetreasuryla,1153,158295
ontarioca91761,ontarioca91761,loudengineeringandmanufacturing,loudengineeringmanufacturinginc,1168,28157
sanantoniotx78207,sanantoniotx78207,liftfundinc,liftfundinc,1171,52733
sanantoniotx78207,sanantoniotx78207,liftfundinc,liftfundinc,1171,52734
valenciaca91355,valenciaca91355,lamscowestinc,lamscowestinc,1208,31165
tomsrivernj8755,tomsrivernj08755,lightonindustries,lightonindustriesinc,1234,46287
lynnma1901,lynnma01901,lynncommunityhealthinc,lynncommunityhealthcenterinc,1242,47427
virginiabeachva23454,virginiabeachva23454,lawsonmedicalllc,lawsonmedicalllc,1245,109286
portlandor97205,portlandor97205,literaryartsinc,literaryarts,1247,140966
albuquerquenm87108,albuquerquenm87108,lovelacebiomedicalenvironmentalresearch,lovelacebiomedicalenvironmentalresearchinstituteinc,1253,56220
lacrossewi54601,lacrossewi54601,logisticshealth,logisticshealthinc,1282,28679
puyallupwa98375,puyallupwa98375,lookerassociatesinc,lookerassociatesinc,1296,48057
nashvilletn37204,nashvilletn372043951,lipscombuniv,lipscombuniversity,1313,27945
kennerla70062,kennerla70062,louisianachemicaldismantlingcoinc,louisianachemicaldismantlingcoinc,1334,40534
kennerla70062,kennerla70062,louisianachemicaldismantlingcoinc,louisianachemicaldismantlingcolp,1334,43235
rochesterny14624,rochesterny14624,labelworldllc,labelworldllc,1345,49551
batonrougela70802,batonrougela70817,louisianadpsc,louisianafoodco,1365,8046
batonrougela70802,batonrougela708084659,louisianadpsc,louisianafund,1365,36914
batonrougela70802,batonrougela70809,louisianadpsc,louisianainc,1365,106733
batonrougela70802,batonrougela708026129,louisianadpsc,louisianapelletsinc,1365,169691
pittsburghpa15201,pittsburghpa15201,limbachcompanyllc,limbachcolp,1386,178488
columbiamd21046,columbiamd210462685,leidosinc,leidosinc,1390,342
washingtoncrossingpa18977,washingtoncrossingpa18977,learningkeyinc,learningkeyinc,1392,29975
philadelphiapa19104,philadelphiapa19104,longevitybiotech,longevitybiotechinc,1421,8188
philadelphiapa19104,philadelphiapa19104,longevitybiotech,longevitybiotechinc,1421,8189
sandiegoca92101,sandiegoca92101,lankfordassociatesinc,lankfordassociatesinc,1560,29338
charlestonsc29403,charlestonsc294035123,lockwooddriveassociates,lockwooddriveassociatesllc,1574,60297
farmingtonct6032,farmingtonct06032,lambdavision,lambdavisioninc,1580,128658
westlafayettein47906,westlafayettein47906,litemachinescorporation,litemachinescorp,1592,114921
batonrougela70808,batonrougela70803,louisianastateuniversitysystem,louisianastateuniversity,1629,27956
batonrougela70808,batonrougela70808,louisianastateuniversitysystem,louisianastateuniversity,1629,27959
batonrougela70808,batonrougela70804,louisianastateuniversitysystem,louisianastatesenate,1629,38425
newcarlisleoh45344,newcarlisleoh453442345,louderbackfamilyinvestments,louderbackfamilyinvestmentsinc,1636,55066
lafayettela70501,lafayettela70506,lafayettecatholicservicecenters,lafayettesteelerectorinc,1643,46827
mentoroh44060,mentoroh44060,lighthousemediaservices,lighthouseadvisersllc,1665,184689
wilmingtonde19805,wilmingtonde19805,latinamericancommunitycenterinc,latinamericancommunitycenterinc,1677,54638
louisvillene68037,louisvillene68037,louisvilleelectronics,louisvilleco,1686,116330
lincolnma1773,lincolnma017731125,lincoln,lincolnvalellc,1689,35892
lincolnma1773,lincoln,lincoln,lincolnhub,1689,178540
lapeermi48446,lapeermi48446,lapeerindustriesincdba,lapeerindustriesinc,1700,54177
lawrenceks66044,lawrenceks66046,lawrenceartscenter,lawrencefreenet,1702,116154
sandiegoca92121,sandiegoca92121,lajollapharmaceuticalcompany,lajollapharmaceuticalco,1706,377
sandiegoca92121,sandiegoca921221249,lajollapharmaceuticalcompany,lajollapharmaceuticalco,1706,378
sandiegoca92121,sandiegoca92121,lajollapharmaceuticalcompany,lajollapharmaceuticalco,1706,379
arlingtonva22202,arlingtonva22202,leonieindustriesllc,leonieindustriesllc,1711,40125
minneapolismn55415,minneapolismn554151005,legalresearchcenterinc,legalresearchcenterinc,1715,1422
sanmateoca94401,sanmateoca94401,laforgeoptical,laforgeopticalinc,1735,164073
meridianms39301,meridianms39301,lauderdalecountyschooldistrict,lauderdalecountyschooldistrictms,1741,48574
alpharettaga30022,alpharettaga30022,landisgyrinc,landisgyrinc,1747,56173
sanjoseca95131,sanjoseca951311008,lumiledslightingusllc,lumiledslightingusllc,1760,29858
losangelesca90013,losangelesca90017,lacarehealthplan,lacarehealthplan,1768,29278
mesaaz85204,mesaaz85204,level3audiovisualllc,level3audiovisualllc,1770,50762
albuquerquenm87108,albuquerquenm87108,lovelacescientificresources,lovelacescientificresourcesinc,1772,45551
silverspringmd20910,silverspringmd20910,lionbridgeglobalsolutionsfederalinc,lionbridgeglobalsolutionsfederalinc,1778,115071
overlandparkks66210,overlandparkks66210,lansingtradegroup,lansingtradegroupllc,1779,35886
columbiail62236,columbiail622361044,luhrbros,luhrbrosinc,1792,46070
lasvegasnv89106,lasvegasnv,lasvegascityof,lasvegasoptic,1795,20081
lasvegasnv89106,lasvegasnv89101,lasvegascityof,lasvegascityofnv,1795,39814
lasvegasnv89106,lasvegasnv,lasvegascityof,lasvegascom,1795,109665
lakecharlesla70602,lakecharlesla70601,lakecharlescty,lakecharlescityofla,1813,52779
lakecharlesla70602,lakecharlesla70601,lakecharlescty,lakecharlesportof,1813,143185
restonva20190,restonva201905661,lmnsolutionsllc,lmnsolutionsinc,1816,59731
pittsburghpa15238,pittsburghpa15238,leanfmtechnologies,leanfmtechnologiesllc,1831,180937
brooklynny11242,brooklynny11242,legalinterpretingservicesinc,legalinterpretingservicesinc,1835,114914
longbeachca90831,longbeachca908310300,longbeachareaconventionvisitorsbureau,longbeachareaconventionvisitorsbureau,1867,60048
prescottaz86305,prescottaz86305,lifelineambulanceserviceinc,lifelineambulanceserviceinc,1892,61304
cheboyganmi49721,cheboyganmi497212267,liebnerenterprisesllc,liebnerenterprisesllc,1928,136117
grandrapidsmi49512,grandrapidsmi49512,l3communicationsavionicssys,l3communicationsavionicssystemsinc,1950,58290
sandiegoca92154,sandiegoca92154,lambdaelectronicsinc,lambdaelectronicsinc,1952,40356
elkridgemd21075,elkridgemd21075,lingualinformationsystemtechnologiesinc,lingualinformationsystemtechnologiesinc,1972,39717
rochesterny14614,rochesterny14614,labellaassociatespc,labellaassociatesdpc,1984,49565
itascail60143,itascail60143,lemkocorporation,lemkocorp,1987,4726
dunnnc28334,dunnnc28334,lbminc,lbminc,1997,48292
brunswickga31520,brunswickga315208571,logistecusainc,logistecusainc,2003,54257
raleighnc27612,raleighnc27603,learninc,learninc,2007,163887
sanluisobispoca93401,sanluisobispoca93401,lindamoodbelllearningprocesses,lindamoodbelllearningprocessesinc,2017,46658
washingtondc20016,washingtondc20016,ltlstrategies,ltlstrategiesinc,2021,114742
fortworthtx76107,fortworthtx76107,lenapopehomeinc,lenapopehomeinc,2079,45772
cherryhillnj8002,cherryhillnj08002,lockheedmartinadvancedtechnology,lockheedmartinintegratedtechnologyllc,2085,57660
cherryhillnj8002,cherryhillnj08002,lockheedmartinadvancedtechnology,lockheedmartinadvancedtechnologylaboratories,2085,114962
marionma2738,marionma02738,lockheedmartinsippican,lockheedmartinsippicaninc,2088,23484
baltimoremd21210,baltimoremd21210,loyolauniversitymaryland,loyolauniversitymarylandinc,2106,27924
lebanontn37087,lebanontn37087,lebanonchemicalsinc,lebanonchemicalcorp,2115,30374
bridgeportct6605,bridgeportct06605,lifebridgecommunityservicesinc,lifebridgecommunityservicesinc,2132,55695
austintx78738,austintx78746,lonquistcollc,lonquistcollc,2133,100740
sanfranciscoca94111,sanfranciscoca94111,lifenexusinc,lifenexusinc,2143,62616
hollistonma1746,hollistonma017462094,listainternationalcorporation,listainternationalcorp,2148,19193
cambridgema2138,cambridgema02138,lesleyuniversity,lesleyuniversity,2158,43904
jeffersoncitymo65101,jeffersoncitymo65101,lincolnuniversity,lincolnuniversitymo,2172,27919
houstontx77056,houstontx77056,llejuproductionsandfilmsllc,llejuproductionsfilmsllc,2212,93301
lincolnne68502,lincolnne68512,lincolnchildrenszoo,lincolnchildrenszoo,2213,54016
veronawi53593,veronawi53593,latitudecorp,latitudecorp,2216,104663
blackeaglemt59414,blackeaglemt59414,loenbroinspectionllc,loenbroinc,2272,137098
orlandofl32825,orlandofl32825,lockheedmartincorporationglobaltraininglogistics,lockheedmartinglobaltraininglogistics,2275,114960
gaithersburgmd20879,gaithersburgmd20879,lockheedmartinisgs,lockheedmartinservicesinc,2276,58546
sanfranciscoca94102,sanfranciscoca94124,lygosinc,lygosinc,2301,8483
masonoh45040,masonoh450409699,l3communicationscincinnatielect,l3communicationscincinnatielectronicscorp,2317,2673
camdennj8103,camdennj08103,l3communicationssystemseast,l3communicationssystemseast,2318,119642
batonrougela70821,batonrougela708025243,louisianadepartmentofenvironmentalquality,louisianadepartmentofeducation,2336,38225
batonrougela70821,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofinsurance,2336,38423
batonrougela70821,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofenvironmentalquality,2336,95630
batonrougela70821,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofthetreasuryla,2336,158295
carthagemo64836,carthagemo64836,leggetttplattinc,leggettplattinc,2338,129
chicagoil60660,chicagoil60626,loyolauniversity,loyolauniversityofchicago,2342,27926
chicagoil60660,chicagoil60611,loyolauniversity,loyolauniversitymuseumofart,2342,46161
sanfranciscoca94104,sanfranciscoca94104,lithiumtechnologiesinc,lithiumtechnologiesinc,2350,3968
laportein46352,laportein46352,laportehospital,laportehospitalfoundation,2369,141366
chelmsfordma1824,chelmsfordma01824,liveprocesscorporation,liveprocesscorp,2391,6300
losalamitosca90720,losalamitosca90720,losalamitosunifiedschooldistrict,losalamitosunifiedschooldistrictca,2424,54857
tampafl33611,tampafl33611,lukosvatcjvllc,lukosvatcjvllc,2440,165680
silverspringmd20910,silverspringmd20910,lionbridgeglobalsolutionsiiinc,lionbridgeglobalsolutionsfederalinc,2448,115071
orlandofl32819,orlandofl328199064,lockheedmartin,lockheedmartinsharedservices,2456,119663
providenceri2903,providenceri02903,luciduxllc,luciduxllc,2471,121711
alexandriava22312,alexandriava22312,lochharbourgroup,lochharbourgroupinc,2498,53238
cincinnatioh45202,cincinnatioh45202,legalaidsocietyofcincinnati,legalaidsocietyofgreatercincinnati,2509,114732
espanolanm87532,españolanm87532,losalamosnationallaboratoryfoundation,losalamosnationallaboratoryfoundation,2532,114422
campbellca95008,campbellca,listbiologicallaboratoriesinc,listbiologicallaboratoriesinc,2538,45791
louisburgnc27549,louisburgnc27549,louisburgcollegeinc,louisburgcollege,2572,49050
lasvegasnv89107,lasvegasnv89153,lasvegasvalleywaterdistrict,lasvegasvalleywaterdistrictnv,2586,29382
oklahomacityok73120,oklahomacityok73120,lovestravelstopscountrystoresinc,lovestravelstopscountrystoresinc,2616,28256
lakeforestca92630,lakeforestca92630,lcoadefensesystem,lcoadefensesysteminc,2618,61495
harborspringsmi49740,harborspringsmi49740,littletraversebaybandsofodawandians,littletraversebaybandsofodawaindians,2633,31732
huntsvilleal35805,huntsvilleal35805,logosenterprisesinc,logosenterprisesinc,2658,59197
lexingtonky40510,lexingtonky40507,lexingtonfayetteurbancountyairport,lexingtonfayetteurbancountygovernmentky,2672,60757
torontoontariom5j1t1,torontoonm5j1t1,lbcinternationalinvestigativeaccountinginc,lbcinternationalinvestigativeaccountinginc,2679,121700
anchorageak99502,anchorageak99502,lyndenaircargollc,lyndenaircargollc,2699,56633
daytonoh45414,daytonoh454144731,lawrencetechnologies,lawrencetechnologiesinc,2718,41865
coloradospringsco80907,coloradospringsco80907,letsgoaeroinc,letsgoaeroinc,2721,25855
sunnyvaleca94089,sunnyvaleca94089,logicdevicesincorporated,logicdevicesinc,2734,265
batonrougela70802,batonrougela708025243,louisianadepartmentofenvironmentalquality,louisianadepartmentofeducation,2745,38225
batonrougela70802,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofinsurance,2745,38423
batonrougela70802,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofenvironmentalquality,2745,95630
batonrougela70802,batonrougela70802,louisianadepartmentofenvironmentalquality,louisianadepartmentofthetreasuryla,2745,158295
littletonco80127,littleton,lockheedmartincorporation,lockheedmartinastronauticsgroup,2754,188160
orlandofl32809,orlandofl328198907,lockheedmartinmissilesandfirecontrol,lockheedmartinmissilesfirecontrol,2756,29818
fortmyersfl33912,fortmyersfl33919,leecounty,leecountyymca,2788,95155
saltvilleva24370,saltvilleva24370,lowsalinityinc,lowsalinityinc,2792,7000
albuquerquenm87108,albuquerquenm871085127,lovelacerespiratoryresearchinstitute,lovelacerespiratoryresearchinstitute,2798,37093
neworleansla70126,neworleansla70126,lrsecurityservicesinc,lrsecurityservicesinc,2801,52445
kirklandwa98033,kirklandwa980335665,leewenscorporation,leewenscorp,2806,49952
newportnh3773,newportnh03773,latvamachineinc,latvamachineinc,2811,47765
pembrokenc28372,pembrokenc283728689,lumbeetribeenterprisesllc,lumbeetribeenterprisesllc,2839,122781
baltimoremd21215,baltimoremd212155271,lifebridgehealth,lifebridgehealthinc,2855,29519
melvilleny11747,melvilleny11747,levitonmanufacturingco,levitonmanufacturingcoinc,2889,17600
miamifl33183,miamifl33183,lemartecengineeringconstructioncorporation,lemartecengineeringconstructioncorp,2900,57680
wilmingtonma1887,wilmingtonma01887,lilliputiansystemsinc,lilliputiansystemsinc,2931,4261
wilmingtonma1887,wilmingtonma01887,lilliputiansystemsinc,lilliputiansystemsinc,2931,4262
franklinnc28734,franklinnc28734,littletennesseewatershedassociation,littletennesseewatershedassociation,2948,110127
marionoh43302,marionoh43302,lawngreenkeeperllc,lawngreenkeeperllc,2952,36043
godfreyil62035,godfreyil62035,lewisandclarkcommunitycollege,lewisclarkcommunitycollegeil,2956,48785
neworleansla70113,neworleansla70130,louisianaartistsguild,louisianaartistguildinc,2968,105955
detroitmi48202,detroitmi48202,lakeshoreengineeringservices,lakeshoreengineeringservicesinc,2971,40291
mcleanva22102,mcleanva,leidosinc,leidosinc,2977,346
eugeneor97401,eugeneor97401,lanecountypl,lanecountyofor,2979,33034
eugeneor97401,eugeneor97402,lanecountypl,lanecountyglassinc,2979,54129
beavertonor97006,beavertonor970065790,leupoldandstevensinc,leupoldstevensinc,3040,36490
morrisvillenc27560,morrisvillenc27560,lenovounitedstates,lenovounitedstatesinc,3041,61454
longmontco80501,longmontco80501,longmont,longmontclinicpc,3054,46654
longmontco80501,longmontco80501,longmont,longmontcityofco,3054,53536
swannanoanc28778,swannanoanc28778,learningmanagementsystemsinc,learningmanagementsystemsinc,3063,3060
rockledgefl32955,rockledgefl32955,lukeassociatesinc,lukeassociatesinc,3092,51880
kentwa98032,kentwa98032,lasermotiveinc,lasermotiveinc,3128,158412
saintlouismo63122,stlouismo63122,lapointblaseindustriesinc,lapointblaseindustriesinc,3139,39150
hollandmi49423,hollandmi49423,lgchemmichiganinc,lgchemmichiganinc,3141,58833
portlandor97219,portlandor97219,lewisandclarkcollegeorcpp,lewisclarkcollegeor,3171,27910
phoenixaz85043,phoenixaz85043,libertypaperproductsllc,libertypaperproductsllc,3176,50999
houstontx77063,houstontx77027,landworksinc,landrysinc,3182,52
houstontx77063,houstontx77027,landworksinc,landrysinc,3182,53
houstontx77063,houstontx77063,landworksinc,landworksinc,3182,43964
houstontx77063,houstontx770817108,landworksinc,landesinc,3182,49832
houstontx77077,houstontx77077,lloydsregisterqualityassuranceinc,lloydsregisteramericasinc,3185,30834
houstontx77077,houstontx77077,lloydsregisterqualityassuranceinc,lloydsregisternorthamericainc,3185,45706
houstontx77077,houstontx77077,lloydsregisterqualityassuranceinc,lloydsregisterqualityassuranceincus,3185,166768
littletonco80127,littleton,lockheedmartincorporation,lockheedmartinastronauticsgroup,3190,188160
calgaryalbertat2e7j2,calgaryabt2e7j2,lidarservicesinternationalinc,lidarservicesinternationalinc,3195,142925
kennesawga30144,kennesawga30144,linkresourcesinc,linkresourcesincga,3213,60990
cambridgema2138,cambridgema02138,lesleyuniversityperg,lesleyuniversity,3223,43904
sandiegoca92121,sandiegoca92101,learningevolutionllc,learningevolutionllc,3235,43224
lincolnri2865,lincolnri02865,lighthousecomputerservicesinc,lighthousecomputerservicesinc,3249,29623
brightonmi48114,brightonmi48114,livingstonengineeringlc,livingstonengineeringllc,3259,55040
