vendor_id,b_entity_id
141412646,07FK08-E
141412646,0CX6S8-E
156353448,075MS9-E
174852516,0DW5QH-E
23183010,064W53-E
290437789,064Y5Y-E
136572310,07V3QW-E
309011857,0H9PWH-E
57268208,073XFR-E
57556809,07XN06-E
21935723,0C675H-E
197332067,07VPQP-E
178868842,064QTQ-E
273063772,006S4Q-E
19416001,06B8ZR-E
138879358,06X58B-E
138879358,06XPZG-E
138879358,0BL7BM-E
140345722,06X58B-E
140345722,06XPZC-E
140345722,06XPZG-E
140345722,09RVQY-E
140345722,0FBSDF-E
195136078,061HYN-E
314925664,07WQT8-E
314925664,07WQT8-E
312242722,0699H8-E
27002949,07PB5X-E
30363087,07QC5C-E
278153685,0BRLPN-E
315660737,0DSBMM-E
143301359,080C95-E
22747031,062QYV-E
21801954,07QSM8-E
23648094,06185Q-E
27573851,0738GT-E
27573851,07D2W5-E
278767876,07TK97-E
315031077,00CSF7-E
315031077,06STYN-E
315031077,0BL7BM-E
315031077,0G138Q-E
139412818,0GLRFL-E
283778438,000VSV-E
23014566,065B70-E
60935955,00D4T7-E
60935955,00D4T7-E
21723576,064QR3-E
22011566,087YPX-E
313707546,0D5LC4-E
21888899,0C6M7V-E
138507956,06186S-E
138507956,06186S-E
138507956,06XPZJ-E
26325191,07XQW7-E
30519968,07PVKJ-E
323072921,0GZ9NX-E
303593027,07XMHH-E
21703144,0C9SN6-E
306443175,06Q2T5-E
306443175,0GLVZ3-E
152191745,07XKN8-E
315707460,0C98WX-E
328202220,001172-E
328202220,001172-E
328202220,001172-E
21907019,072FZ5-E
21700587,0016K7-E
172887168,0FPN1J-E
141366117,07RCF7-E
58631560,080894-E
24023493,064XHN-E
23723851,064PFQ-E
58986532,07VBRD-E
178703997,07MFV5-E
21619026,0C712R-E
195184836,06Q1Q9-E
27188081,07NTTC-E
316749930,05PGKL-E
316749930,071MF8-E
316749930,0BSWMV-E
139730137,07X4NR-E
139730137,0DWR4N-E
57330128,0868Z5-E
307815339,0GR98M-E
61412391,0C6K0N-E
21692584,08765Q-E
20392615,089LS2-E
318647261,0DJ9NP-E
19309235,083RM9-E
197413906,072Q6K-E
151770707,071D9Q-E
21921417,07TK4D-E
56581935,006JSZ-E
143122226,07R88C-E
313720884,07XQZR-E
139388901,0FP8R6-E
61282959,07PD7H-E
22989982,0C67NY-E
316143797,07N1TW-E
195937425,0839PT-E
195937425,0C6M2F-E
20398353,05RQCL-E
137286457,061874-E
147954114,066S5Q-E
305160748,07ZK54-E
317720534,0B5590-E
61844911,08D9LM-E
21826892,05LJ30-E
24152198,07G6Z4-E
140337847,061830-E
52239855,09HS3Z-E
31381313,07XH03-E
154959134,0BFMNZ-E
289621311,0DL12V-E
20671926,0C6LXC-E
26275208,083YCS-E
314585003,00D58K-E
19064218,006VG4-E
53776807,0CK0B1-E
135420768,06X58B-E
135420768,06XPZG-E
135420768,09RVQ7-E
135420768,0FBSDF-E
281625630,000P2H-E
314494012,061877-E
314494012,07P1ZW-E
295829089,008XX4-E
24136403,0DSY3S-E
280727703,009NZQ-E
315222373,07XMZH-E
53279621,0FT3BX-E
21921566,0C712R-E
288468948,0CK0ZK-E
24696657,0CPV34-E
193769092,07XFBF-E
23708368,0C6657-E
23929280,0C518W-E
22011695,07N2YS-E
139956346,07RMGS-E
313966173,064QTQ-E
294559982,061R6Z-E
21621756,089T56-E
23339537,06D5JD-E
175353629,085K1S-E
22617830,088BVK-E
142896524,0CPXB5-E
47837509,080PY4-E
23049975,077BCQ-E
21866206,05X1PX-E
175094376,000P7X-E
314547916,06X58B-E
314547916,06XPZG-E
314547916,09RVQ7-E
314547916,0FBSDF-E
26286533,0H4YLR-E
23130743,064W53-E
140120522,09Q6L6-E
24376778,00B0S0-E
21831880,06T8WP-E
145970256,07W946-E
21939069,07TZ1Q-E
52154664,07QRG4-E
144837693,0CSDRY-E
21042208,064S6F-E
19220885,05L320-E
21888824,083B8X-E
30722641,005TVT-E
30722641,005TVT-E
23399061,0BVMPT-E
27549164,06QGQH-E
135602113,07RK7Z-E
31026624,0BJ6FH-E
19889653,072L5F-E
283778449,000VSV-E
58210972,06J532-E
58210972,07XJSM-E
26703125,06RQNH-E
49540124,089TC5-E
30478008,07PD2J-E
30478008,07XL75-E
22005919,007QZ8-E
141372353,07VSNT-E
50732438,0FBZDQ-E
57218878,06ZWMD-E
142445464,084P07-E
57545733,061828-E
52156632,07VK0T-E
274359440,000NZT-E
274359440,000NZT-E
274359440,07GGDJ-E
274359440,07TSZQ-E
23075519,0685ZY-E
23075519,07MWB9-E
23075519,0FW4VX-E
294601619,0H4YLR-E
19889527,0DWBFV-E
21791168,088PGF-E
49944129,07G6Z4-E
90152792,07D1R3-E
49936376,064TTG-E
22027896,07XQ24-E
57553934,0FGK8X-E
21824748,064RDJ-E
23339859,07VPQP-E
21628250,070DF4-E
21917997,0D5TS9-E
52142163,06HJZZ-E
175021435,05PJZN-E
197016590,09HN24-E
197016590,09HN24-E
24114085,07RBT6-E
24285168,064QK2-E
26923984,0B2GN7-E
35514473,0G0NJ7-E
52180261,07P9LL-E
319490229,0CK0B1-E
31614623,0FY4H2-E
327725763,080YLB-E
137589486,06VWLM-E
313580342,0GQCLY-E
21618790,0CDPZB-E
57294703,0FPW9Y-E
19885768,089LV7-E
149561452,006KW7-E
144024495,0D91YS-E
21869277,06VG4W-E
156255877,00160R-E
139699304,07RKVC-E
139699304,0B0TD8-E
57553581,06V8X9-E
314887663,083B8C-E
25853078,07VK0T-E
51545253,00848C-E
21727514,0DZFP8-E
149191648,0605MD-E
22386083,0D2LCV-E
41230143,000P2H-E
19215175,066L0G-E
19215175,066L0G-E
30483304,0B6Z72-E
26594648,06L2D7-E
48047502,07W9WB-E
48047502,07W9WB-E
30442396,07CCTB-E
311378966,0CSWXR-E
151771138,07M7RD-E
27620349,006BVZ-E
23028509,06MJRZ-E
22202101,07XDRJ-E
289220442,0C6FY7-E
22006210,07112P-E
31430442,0G3J3S-E
139504687,07XKX1-E
143188653,07R872-E
288468727,000P7N-E
288468727,089K93-E
19170889,064XL4-E
197147137,06L4KP-E
24903804,07MGT2-E
21866033,009SG5-E
22000953,0DQ6FD-E
24229180,008P90-E
144771949,09H70G-E
27630905,0CK089-E
300425672,05RQCL-E
19903799,072RWP-E
282404502,0H4C0L-E
27244763,0688RP-E
138879891,06L5Y2-E
90110995,064XZ8-E
329460267,0023R5-E
198393146,060G78-E
31626956,0DMD6H-E
198554605,0042PF-E
27589350,07MJTJ-E
19066670,07WB25-E
56590760,0DJ6D0-E
314547503,07XPP9-E
288468971,000P7N-E
288468971,083YCS-E
288468971,0C6LWZ-E
288468971,0H69YM-E
21798723,0C6FTC-E
24134890,061894-E
23967523,085KXJ-E
196180545,07M7H6-E
279903832,0B589F-E
26527828,07TMSY-E
149520791,07XDV2-E
195778718,062QYV-E
178679664,05NJNX-E
62586870,0FT3WS-E
198393469,083RM9-E
21626114,0C67PV-E
22952981,07H4J0-E
91054914,06K8N4-E
23241944,07H2PY-E
279247169,07XZCZ-E
276867321,075C1M-E
317232879,0723PQ-E
304371021,0CK0ZK-E
89836922,0CJSWV-E
142858923,0FBJ24-E
316760421,0G0NLB-E
27923521,0BSBSW-E
27923521,0BSBW7-E
27923521,0GZB20-E
288468931,064W55-E
58541850,07XHTZ-E
58407997,0DKPWS-E
135832473,07P9M5-E
278632114,0FM7DW-E
30547301,072HLN-E
23629311,0DYHCC-E
19576267,07QTRK-E
151370044,0CJVQW-E
174929511,07PB3N-E
314830730,07XKGB-E
51278159,007SMM-E
31404779,0BC3C3-E
316086238,0DW59Q-E
28113309,06Q6CP-E
49953814,07QC5C-E
19327655,0C6B4M-E
30918204,06Z588-E
195702568,061HYN-E
22997258,07ZDCW-E
21969239,0B1BPM-E
19284868,0CK0ZK-E
315111136,061874-E
313660229,07RK7Z-E
313660229,0DP63C-E
27731725,00CMK7-E
23641193,0B7QM6-E
144510065,06Z4LT-E
152190175,075XBC-E
31572370,07V215-E
27318676,064X7X-E
30444051,09TP2K-E
21799884,0CC85D-E
25139318,08069P-E
20782170,063V6X-E
21743644,0B38XG-E
287718428,0H3ZQW-E
283778440,000VSV-E
22957154,07VTN2-E
21628480,073VLW-E
23021699,065BF7-E
23021699,0GF5PQ-E
49943655,07QC5C-E
21743310,06MF6Q-E
154434735,0CSHXR-E
149088028,0C6LJ7-E
134593454,004RNJ-E
156304457,007LDH-E
25835941,06J3RX-E
280454730,072L5F-E
60922811,000VSV-E
307691540,0BHJZL-E
57496545,07XBGM-E
282820639,0C6PTK-E
282820639,0DXSKZ-E
195721109,09TX58-E
275952874,05LHN0-E
142381685,06185T-E
142381685,07PYC8-E
33792286,0C6DZZ-E
23201291,064SWP-E
27332581,064W53-E
23965021,0FF74T-E
19217815,07VSNT-E
33716893,07XDJ6-E
23219975,06R5SD-E
23219975,070QZ4-E
23219975,086C2V-E
23219975,0DNZDC-E
23219975,0DR4T3-E
21667549,0G770W-E
306330674,0CJVX7-E
195315076,07XL8R-E
195315076,07XL8R-E
137713877,05LM5C-E
19623214,009L0X-E
20665022,071GYW-E
155596385,07Z8WG-E
29772928,05VJ0K-E
149270278,07CXNJ-E
151315520,000NYW-E
315111138,07ZDQV-E
21868940,0H19KJ-E
47930822,0CZC3M-E
134687989,064Y4T-E
134687989,06K6KC-E
134687989,06YQCV-E
134687989,09PQ5S-E
134687989,0D1CM4-E
134687989,0DLDTL-E
30409470,07RHML-E
197395250,0FGX4V-E
199695364,05PJP6-E
323248800,05JWRL-E
19223763,05RQCL-E
21997918,07VSLB-E
26173450,0C69KS-E
315721244,0CZC3M-E
19340221,067P86-E
26287042,060K0L-E
19457866,07K1VQ-E
25807309,083YCS-E
277289929,07ZJL3-E
21681174,064QR7-E
23013599,07XJBX-E
23337199,06181X-E
136156015,0G3J3S-E
197390544,05PHHG-E
31482317,0614WV-E
31482317,06X58G-E
195436024,061HYN-E
21666829,07ZW2C-E
21979221,0G8D06-E
197561986,0BG09Q-E
288468946,064W55-E
26039185,07VQSY-E
26039185,07VQSY-E
313976917,064Y4T-E
313976917,0657CD-E
313976917,0723B2-E
24228504,0D5DKD-E
22327971,07V2BQ-E
314806026,075C1N-E
314806026,0DWR7N-E
23254972,07R7MK-E
23640719,0GWM5S-E
22030266,06ZSW5-E
27613693,002X8N-E
27613693,0CLL8V-E
27613693,0CM680-E
27613693,0CQNQH-E
52179199,000NZT-E
52179199,000NZT-E
52179199,05LH5V-E
52179199,07GGDJ-E
197094829,064QT2-E
49953641,005R5J-E
49953641,0FJ4KP-E
27318609,0C6MJ9-E
315805675,0DWR8S-E
22981612,09M8LP-E
308216821,083ZS0-E
137384610,0742CN-E
21982839,07RLNC-E
19893859,07W8SL-E
313578997,0GH3Q6-E
196228278,06HMV2-E
49967150,0BWK5S-E
197583605,061HYN-E
90510484,086C2V-E
90510484,0CFQK2-E
90510484,0DNZDC-E
46033136,0HP8P1-E
149078703,06NZDS-E
149078703,06NZCD-E
149078703,06NZCM-E
175112767,0D87DF-E
151281723,071GYW-E
313929605,0C6XJL-E
313929605,0C6XKX-E
54073357,0C6JHB-E
151440304,05RQCL-E
25109224,0BRTY5-E
326485380,06JQTB-E
326485380,07N1T1-E
326485380,09PQ5S-E
326485380,0D1CM4-E
326485380,0HGVZ7-E
19891457,07QC5C-E
144375747,0CC6G6-E
62601547,0F9Y1C-E
137383505,05XFRB-E
137383505,0752YZ-E
59628819,06L4KP-E
309022800,001SD5-E
21663044,07QBG0-E
152219501,0722DD-E
152219501,0722DD-E
144549139,07CJJS-E
175347589,064QVQ-E
175347589,064QVQ-E
18946943,07VMJM-E
135594055,06X58B-E
135594055,06XPZC-E
135594055,06XPZG-E
135594055,080QM9-E
135594055,09RVQY-E
135594055,0FBSDF-E
26458894,06HNG1-E
21629737,081GKW-E
311335551,0CSWXR-E
51100947,072TWY-E
295955905,06N86K-E
283778453,000VSV-E
137212582,07VVKF-E
23490268,07J5ZD-E
137455528,05J6QK-E
23941152,061869-E
147244679,0713RG-E
30893209,00B6P0-E
22067769,07W946-E
283778395,000VSV-E
28125945,0GLBB1-E
22010758,07XLCR-E
197236712,07C3L4-E
195456536,0CM6PV-E
178403450,080QDW-E
295847977,0GTHZQ-E
315204421,0CDFPD-E
140468473,0D30GB-E
139669770,07ZHPP-E
143304383,06L5Y0-E
283778452,000VSV-E
30714653,07QSXN-E
315277522,06X58B-E
315277522,06XPZC-E
315277522,06XPZF-E
315277522,06XPZG-E
315277522,080QM9-E
315277522,09RVQY-E
315277522,0FBSDF-E
21786513,0CRRCW-E
49878616,0D9YKJ-E
56587727,06186S-E
56587727,06186S-E
56587727,06XPZJ-E
197628707,06VWLM-E
30832916,064QWF-E
27700393,06M8TC-E
21906842,0FY4FY-E
47653970,07XN03-E
47654545,000NYB-E
47654545,000NYB-E
324821604,0GR98M-E
139412208,064XYJ-E
315217384,07WQT8-E
315217384,07WQT8-E
329244890,0C3DGC-E
142693622,071MFF-E
25187908,0D6TTY-E
58325915,0G4SKH-E
25858214,07XH6K-E
49978887,000P0S-E
149652427,060Y9P-E
149652427,0FT19D-E
314249948,06186S-E
314249948,0DHHG7-E
314249948,0FFN5R-E
26742244,0C6DZZ-E
27790018,07Z0BH-E
316564314,0FK4M4-E
197391913,07XMZS-E
22968239,00B374-E
200481543,07VVTW-E
23290435,07VPQP-E
57277868,07XD53-E
292795265,0648N7-E
22990151,007VZB-E
22990151,00F3S5-E
22990151,0FF0VD-E
27754491,07PC7D-E
24092435,061825-E
63222491,07H2PY-E
313935089,06170S-E
313935089,0C711Y-E
22993690,070MHB-E
30785968,07PCR7-E
58327201,000P2Y-E
315514872,06186S-E
315514872,06186S-E
315514872,06XPZJ-E
201532370,07CN3B-E
51178839,06QT0T-E
51178839,06QT0T-E
51178839,06QT0T-E
134687343,0BYFV9-E
21934021,009806-E
57645554,0CRRH9-E
140938152,0FPQJK-E
140938152,0FT0ZM-E
288468944,0FV9ZX-E
23326181,07PCF8-E
141373593,07XH1M-E
174996987,0B1N6S-E
62099832,06403B-E
137377179,088BVK-E
31549155,07PB6Z-E
26932502,08G9S2-E
26021408,08219W-E
22835855,083YCS-E
35513251,09L9XF-E
140814085,07SD21-E
144409713,085GS9-E
21667007,07CB5W-E
178412913,0D64T6-E
173170189,0B167D-E
23945897,0FK44C-E
20002448,0C6F8R-E
138508950,0G3J3S-E
21264440,064W3D-E
21264440,083GBV-E
21264440,083Y6R-E
23633923,068GSV-E
195655741,089M3P-E
51640427,0C98WX-E
140060639,00C84G-E
24303352,0CJ7J2-E
305394613,06186S-E
305394613,06186S-E
305394613,06XPZJ-E
151648837,0B42DT-E
26962897,05LJ4H-E
136363568,06186S-E
136363568,06186S-E
21778712,0B1KBD-E
19883145,0C55XP-E
137210649,06VJWR-E
21759514,0G4SKH-E
327696482,0HDGPN-E
24037646,0BG3QK-E
24277809,008X7F-E
24277809,05LHCQ-E
19897330,0CJZ2M-E
136572441,06JB8H-E
19953804,0721CY-E
283778292,000VSV-E
24302564,0CVR7J-E
30736609,081GKW-E
51431551,07P9FG-E
22998114,09M8NR-E
23607535,064WTM-E
202401446,07ZDS9-E
140235272,07RKVK-E
21986642,07PDXX-E
316125952,0DSXDT-E
316125952,0GMY62-E
316125952,0GMY62-E
330191501,0CVL95-E
315858448,07PC6M-E
23299509,080FV7-E
23299509,09SGVJ-E
23299509,0H05QP-E
136044604,089LVS-E
23214463,06170Y-E
328448394,0885G0-E
19477354,079P3S-E
30807039,0DRCV5-E
57645233,00768H-E
36963468,0FSQLF-E
153043593,07XMYR-E
174621958,0GQQ2F-E
286543531,085BSR-E
286543531,0FZXP3-E
19890637,0BPFG0-E
20043703,076QGV-E
19284905,003J1H-E
24307654,06181V-E
23201929,07GSRM-E
146006854,0616J3-E
24113198,07RCBM-E
19372369,0C6LFH-E
21662168,07XM4J-E
140060527,0BSTCN-E
22001274,06GWDX-E
174238304,061893-E
174238304,0FK9TY-E
31386213,094P3Q-E
19290282,0731G6-E
140120535,07XHTZ-E
23194965,0C6K11-E
23317963,07V7XG-E
27777156,072RPT-E
293844222,0C6G24-E
18949745,083RM9-E
141383418,005M3P-E
141383418,005M3P-E
62601938,06S7RY-E
62601938,0B9VZD-E
195220804,08219W-E
21969267,00CZ11-E
174869507,05L36P-E
149748500,07TYS5-E
199646742,08406Y-E
196017079,06490T-E
25379617,0BZ5D9-E
21787995,0C6FZ0-E
26373841,07XHS5-E
47837279,06R190-E
307045337,0FPWL0-E
300556144,064W53-E
20403613,0721CY-E
286996388,001NJR-E
169691962,0GXGV4-E
21080329,083RM9-E
21194310,06DVWN-E
21194310,07XF6X-E
151462999,05RQCL-E
314568576,0GQCL0-E
56589402,064VTG-E
56589402,064VTG-E
56589402,08084T-E
27776920,07201Q-E
27776920,07201Q-E
49882027,0D4CHC-E
30713330,0094SY-E
22042983,0CVTQW-E
314830655,07V3QW-E
316332473,0HHGF7-E
58824251,0D2NLV-E
19572154,07ZJL3-E
284946060,0G0M5W-E
27925541,007Y4N-E
137379508,0CDFPD-E
22995862,06VNC0-E
23676683,0B589F-E
24215733,0C5WMR-E
19205877,0642GP-E
19290249,07ZDQ5-E
289332643,082DS8-E
27911073,0883R4-E
195369807,062QYV-E
21705375,07QCC2-E
56175536,07XFDY-E
57424297,000P9L-E
318113388,0G9710-E
283778273,000VSV-E
21784484,07CB5W-E
320860694,0FT6HH-E
19236463,0C69SN-E
63329505,0HHTG0-E
195505620,05LHQN-E
195186608,06PC83-E
275771138,0GW143-E
21784055,064R3G-E
279900130,072FZ5-E
52132689,07PCV5-E
52757724,06ZR85-E
23408689,064T4B-E
144335863,0GGM8F-E
53279349,0GZ8WC-E
313950166,073XFR-E
49975293,07RJ8C-E
59010663,0DM5LF-E
21770695,0C78QG-E
49685868,072QT0-E
49685868,073GC0-E
27661083,07QSYJ-E
49587568,060JT4-E
270416729,06B8ZR-E
197335143,07VPQP-E
23294049,00C5RK-E
23294049,061828-E
23317147,061864-E
23589783,06170M-E
22957743,07R81Y-E
20148291,08219W-E
195723022,0839PT-E
142442637,06186S-E
142442637,06186S-E
142442637,06XPZJ-E
23050180,07N2YS-E
59608201,06B8ZR-E
155890924,0FB7XZ-E
22822797,0886T6-E
21620828,07R79V-E
21711016,0C6JXJ-E
59020583,07W460-E
52529857,09HS3Z-E
52866566,07ZL8M-E
135721722,09S4FM-E
52069669,06TJHC-E
276593190,07QC75-E
31667453,0DRTM6-E
133521672,0D2052-E
133521672,0D2052-E
136571919,07XKGB-E
313581568,05PLMQ-E
313581568,0GZB5S-E
316481203,05ZHSQ-E
316481203,06HVFN-E
19195754,07RKNY-E
27718007,07V42L-E
315546472,07PC6M-E
30777980,0DNY53-E
313355524,064QV7-E
20413115,08DRXR-E
48787948,07XDCS-E
57339973,0C69TX-E
22796348,05LJG8-E
22796348,06VKW9-E
22796348,09PQ5S-E
22796348,0D1CM4-E
22796348,0GZB20-E
22796348,0HGVZ7-E
288223107,0G1JHN-E
278893834,064R3G-E
316074342,0H4N1G-E
21719489,06P9CY-E
195713846,07BFGM-E
21709732,09WXPJ-E
176159493,0D23S6-E
20038464,0DGY8C-E
298498937,003J2Z-E
57549473,07PVFH-E
22993481,0722LB-E
147668536,007SMN-E
284433805,064WYH-E
22766928,09V9ZN-E
26975481,07V396-E
309218206,0D0WNW-E
309218206,0F0BZJ-E
19316646,06CXD1-E
20469259,065FFL-E
288609330,0C6J3T-E
19383392,07VRS6-E
23442407,083B8C-E
301711428,008XX4-E
143100884,07W78M-E
19678484,062SFC-E
27671833,05MD30-E
62903007,083GC2-E
176151967,064TW6-E
139713697,07Q4FX-E
22960661,07ZB89-E
275335909,085B5N-E
253876171,06ZP7Y-E
308568322,064RMM-E
137377353,07XPP9-E
24107727,07XHNF-E
175435038,0C67M5-E
156280963,002L85-E
313667535,09504Y-E
22957995,07PVKK-E
50220938,00GP99-E
19289610,064W53-E
50053016,07W54D-E
282764060,07XGCF-E
22972206,0C6M6T-E
315775075,06115R-E
20403498,06BQN8-E
59737751,0C6R02-E
22399137,0C6FK1-E
21622768,0D2LCV-E
146117934,070JZS-E
153926748,0DRDVT-E
25802582,089M3P-E
24149429,07QRNZ-E
173242999,089K99-E
21787950,073G5T-E
21787950,073G5T-E
49695345,07NQDX-E
57502103,06J532-E
19509424,089S6Y-E
288468728,000P7N-E
327618240,0G94F8-E
193768679,05TD89-E
271416650,00B9RW-E
139728404,07PCQV-E
144942585,07XDQ9-E
20098477,0GSBDZ-E
47374967,0HHFL6-E
47383911,07VT7L-E
21723283,05WV1D-E
27578590,088MR7-E
19394595,072RWP-E
23000864,05L2TN-E
23052085,0B2QQD-E
148614860,077TBJ-E
315723068,08BM6C-E
22003630,0C6LJ7-E
175055965,061821-E
23470280,0740BJ-E
20829474,066L0G-E
20829474,066L0G-E
304155586,0695DR-E
144770803,06KS3F-E
26995350,07ZCXF-E
315289417,0BXWBB-E
139725127,07PC6M-E
23145271,0642GP-E
315874659,072CRH-E
21918032,064WHP-E
25176311,07VMJ5-E
21999765,07QRNG-E
27739707,07XF5T-E
314557184,0742CN-E
314784160,06181V-E
315779427,07LPNS-E
27552383,07QT5G-E
141249912,0DWR4C-E
322906971,07RLMP-E
315804198,07SZXS-E
24797441,06VKW9-E
24797441,0718B2-E
24797441,074F3Y-E
22004412,07RM6Q-E
23448786,07XFM8-E
26560827,080VMZ-E
22235103,066QFT-E
134670444,06MRPG-E
134670444,06PRXS-E
195230593,07VN0B-E
22036532,07XKNT-E
316168131,06V3WH-E
139702976,06X58B-E
139702976,06XPZC-E
139702976,06XPZG-E
139702976,080QM9-E
139702976,09RVQY-E
139702976,0FBSDF-E
27589650,07W1HP-E
27589650,07W1HP-E
19889044,06GJH7-E
19889044,06GJHM-E
23221821,06185Q-E
305962895,0D19QL-E
18908231,083YCS-E
21687031,0FPMLQ-E
23023469,0CSTDP-E
23046804,083KQR-E
196870159,076WT9-E
314554394,06186S-E
314554394,0DHHG7-E
314554394,0FFN5R-E
288468974,000P7N-E
288468974,089K93-E
20874070,089Q5M-E
27754909,0036GK-E
27754909,06W6WY-E
23509515,06SPX8-E
200578365,0FGG0T-E
200578365,0FGG0T-E
22197236,008SMH-E
139503076,07HS7Q-E
139503076,07HS7Q-E
27602368,07V50W-E
24875607,0C85RY-E
63454849,0CC85D-E
178414056,001L9N-E
26384266,06ZH7D-E
137392753,0C6214-E
22998873,07XMKS-E
26418662,068P7N-E
26418662,0B6B1N-E
49951469,064PJF-E
21704726,001GR3-E
139158062,0B2GN7-E
23220923,061879-E
143221980,002VMQ-E
303579764,07VK54-E
154158826,07XG47-E
314547038,00CSF7-E
314547038,0614WV-E
314547038,06STYN-E
314547038,07VLFW-E
314547038,0BL7BM-E
21779160,0CSHMX-E
23540733,0H4VXT-E
152346084,07XDQ0-E
174807521,0C2G9J-E
137475193,06X58B-E
137475193,06XPZC-E
137475193,06XPZF-E
137475193,06XPZG-E
137475193,080QM9-E
137475193,09RVQY-E
137475193,0FBSDF-E
196182268,072C8P-E
47719651,0D23B9-E
22042376,064QT4-E
23657608,07TGTR-E
283778435,000VSV-E
139659927,07RCJN-E
21617838,07QC4Z-E
22011017,07DHYR-E
139500655,0C6K02-E
270346338,06ZP7Y-E
317555758,00G95S-E
21905562,07QN9V-E
152260347,071BPF-E
317539631,07RJHX-E
326996867,0722DD-E
326996867,0722DD-E
23657308,07T5KG-E
282848420,07XGCF-E
46037423,07XFCM-E
304076093,0685ZY-E
304076093,07MWB9-E
49036356,06RQNH-E
23359111,0G3J3S-E
23404215,06NG38-E
139957540,07WC4N-E
139957540,0D1F77-E
137376958,0DWWFW-E
149387583,06GJH7-E
149387583,06GJHM-E
23711505,00BZN4-E
27230363,07RK3N-E
277320525,0C67QY-E
293633190,07XMZV-E
22971920,07ZW98-E
302724682,09N0Q3-E
302724682,0BZ2HN-E
141413342,0DW9CT-E
23258539,007VFZ-E
20578183,0C6FQN-E
314277314,064SXJ-E
27588169,06T5JC-E
58200223,0CC6G6-E
197521095,07R6V4-E
24738427,00BSJL-E
20374750,072RWP-E
137603679,0CVL95-E
20173610,0C6JLZ-E
174609616,07BC6S-E
139093511,0CKJ2D-E
23335709,089KKH-E
24314392,078Q7K-E
315431038,06X58B-E
315431038,06XPZC-E
315431038,06XPZF-E
315431038,06XPZG-E
315431038,080QM9-E
315431038,09RVQY-E
315431038,0FBSDF-E
23227657,080Q2W-E
23227657,080Q2W-E
196299737,0012VB-E
23861233,061820-E
143189688,064P9H-E
311508542,0034NW-E
21623365,072HTB-E
178678644,000FJL-E
134828159,061825-E
48848182,07R7TK-E
276774920,0CJVW7-E
198763351,07R9D9-E
175206043,0FT4FZ-E
19904143,07VMJM-E
58850784,0CC8D1-E
23778600,083K8L-E
174890214,0CYHB0-E
136867952,07XN2Z-E
288350790,0D2LCV-E
23781877,07TYVJ-E
23781877,07XHTZ-E
23781877,0B8KTV-E
22356056,007355-E
175289012,06GWDX-E
24141827,07ZKS8-E
49853571,07PBSW-E
23350325,00D58K-E
50385107,061821-E
49962084,05SHW1-E
49962084,080GWR-E
315014931,061877-E
24931830,0727H9-E
30456277,0FS9WN-E
134653322,0G1NQW-E
195124121,085L52-E
30513425,0GQFGN-E
286525340,005M41-E
136571683,06V25L-E
